Category,Prop._SNPs,Prop._h2,Prop._h2_std_error,Enrichment,Enrichment_std_error,Enrichment_p,Coefficient,Coefficient_std_error,Coefficient_z-score,cluster,gwas,logPVal_enrichment
LUNG-sex_homogeneous_changing,0.0200962598045112,0.0360912210492545,0.0138812127756267,1.79591731995587,0.69073613252704,0.249938962729085,7.64068524884886e-09,2.24118322027376e-08,0.340921937114787,LUNG-sex_homogeneous_changing,ADIPOGen_Adiponectin,-0.602166036873746
SMLINT-sex_homogeneous_changing,0.00483681109663406,0.00681030885771039,0.0051811944351697,1.40801629868276,1.07120049380785,0.703057695715659,-8.80141329154701e-09,3.56683394240363e-08,-0.246757024119151,SMLINT-sex_homogeneous_changing,ADIPOGen_Adiponectin,-0.153009033582201
LIVER-sex_homogeneous_changing,0.00698538656660559,0.00157725915378459,0.00490185567556388,0.225794111570698,0.701730051561892,0.268731445127086,-4.01735002394885e-08,2.4037056744527e-08,-1.67131528067119,LIVER-sex_homogeneous_changing,ADIPOGen_Adiponectin,-0.570681512405116
BLOOD-sex_homogeneous_changing,0.0430085827269496,0.129435768602487,0.0164618660010006,3.00953345578117,0.382757695260798,9.30525089824688e-07,2.58620198643859e-08,1.29280550459703e-08,2.00045712772914,BLOOD-sex_homogeneous_changing,Astle_et_al_2016_Eosinophil_counts,-6.03127191245743
HIPPOC-sex_homogeneous_changing,0.00189510127141383,0.00776951246927509,0.00370494086134675,4.09978748179441,1.95500943260024,0.109816610419099,6.69936590592304e-08,5.92429209910519e-08,1.13082977575243,HIPPOC-sex_homogeneous_changing,Astle_et_al_2016_Eosinophil_counts,-0.959331965279705
CORTEX-sex_homogeneous_changing,0.00148528163734603,0.00149275115702214,0.000873517030375037,1.0050290258011,0.588115417582271,0.993173773239498,-7.49411211294868e-09,1.82919432009715e-08,-0.40969469621744,CORTEX-sex_homogeneous_changing,Astle_et_al_2016_Eosinophil_counts,-0.00297475738947548
SKM-GN-sex_homogeneous_changing,0.0239552409187542,0.039114345378183,0.0076698705281053,1.63280951800242,0.320175052887933,0.0433954451533731,-1.31851974744093e-08,1.08351301071457e-08,-1.21689332237125,SKM-GN-sex_homogeneous_changing,Astle_et_al_2016_Eosinophil_counts,-1.3625558522517
SKM-VL-sex_homogeneous_changing,0.0377894634248139,0.0710272904454143,0.0111390531908042,1.87955276440298,0.294766111537057,0.00272091275434433,-6.60569534240473e-11,9.65497843046414e-09,-0.00684175049170687,SKM-VL-sex_homogeneous_changing,Astle_et_al_2016_Eosinophil_counts,-2.56528538358382
HEART-sex_homogeneous_changing,0.0355732836517194,0.0687338176244954,0.0102302720219098,1.93217523289204,0.287583010949155,0.0019404437352609,1.92658052935267e-09,9.17949109170111e-09,0.20987879503412,HEART-sex_homogeneous_changing,Astle_et_al_2016_Eosinophil_counts,-2.71209894546196
KIDNEY-sex_homogeneous_changing,0.00995594984129764,0.0123242299223177,0.00351781954982233,1.23787585501851,0.353338416313658,0.497133767474871,-2.97368028115554e-08,1.12148896959746e-08,-2.6515466150531,KIDNEY-sex_homogeneous_changing,Astle_et_al_2016_Eosinophil_counts,-0.303526736700194
ADRNL-sex_homogeneous_changing,0.035065496491538,0.0524760407503469,0.00774430267417765,1.4965149791337,0.220852503144979,0.0218450950461056,-1.35246513900739e-08,7.17124558021518e-09,-1.8859556877242,ADRNL-sex_homogeneous_changing,Astle_et_al_2016_Eosinophil_counts,-1.66064606137284
COLON-sex_homogeneous_changing,0.0318228384782221,0.0746892450546419,0.0133584276893823,2.34703277979918,0.41977486384579,0.00217094860715147,6.76077920379174e-09,1.36731324845701e-08,0.494457229272162,COLON-sex_homogeneous_changing,Astle_et_al_2016_Eosinophil_counts,-2.66335045747359
SPLEEN-sex_homogeneous_changing,0.0288891807784359,0.0940757446685104,0.0121987475961386,3.25643518208493,0.422260073405898,1.10045883947432e-07,2.75958865327938e-08,1.34555569856303e-08,2.05089143186451,SPLEEN-sex_homogeneous_changing,Astle_et_al_2016_Eosinophil_counts,-6.9584261967485
BAT-sex_homogeneous_changing,0.0412790532847723,0.0857832363218233,0.012454097922916,2.07812993505518,0.301705027898745,0.000716326528419139,-6.30395649867571e-09,9.79455449473582e-09,-0.643618502716364,BAT-sex_homogeneous_changing,Astle_et_al_2016_Eosinophil_counts,-3.14488896489233
WAT-SC-sex_homogeneous_changing,0.0103993199980071,0.0193409849772709,0.00352236554325563,1.85983169870505,0.338711141106404,0.0114833802459323,-5.91541443883726e-09,9.97987784926714e-09,-0.592734152479797,WAT-SC-sex_homogeneous_changing,Astle_et_al_2016_Eosinophil_counts,-1.93993025426633
LUNG-sex_homogeneous_changing,0.0200962598045112,0.062867452666999,0.0128549374864527,3.12831607864099,0.639668157731873,0.00104214736635864,3.08449050644608e-08,2.01304615651045e-08,1.5322502648389,LUNG-sex_homogeneous_changing,Astle_et_al_2016_Eosinophil_counts,-2.98207086465345
SMLINT-sex_homogeneous_changing,0.00483681109663406,0.0148143428656342,0.00465050485677263,3.06283263283603,0.961481596833276,0.0307406328824916,2.08880755314508e-08,2.86740718651445e-08,0.728465619730901,SMLINT-sex_homogeneous_changing,Astle_et_al_2016_Eosinophil_counts,-1.51228719556938
LIVER-sex_homogeneous_changing,0.00698538656660559,0.0205781408386435,0.00713073340680982,2.94588433187356,1.02080727227024,0.0594640332127661,3.66605960278923e-08,3.1211651883003e-08,1.17458044724178,LIVER-sex_homogeneous_changing,Astle_et_al_2016_Eosinophil_counts,-1.22574563763621
BLOOD-sex_homogeneous_changing,0.0430085827269496,0.104909289697666,0.0124886390220309,2.43926405024105,0.290375507170699,3.38522129971998e-07,2.84689881861463e-09,8.43757495000972e-09,0.337407233177982,BLOOD-sex_homogeneous_changing,Astle_et_al_2016_Granulocyte_count,-6.47041293521939
HIPPOC-sex_homogeneous_changing,0.00189510127141383,0.00615956117054007,0.00224317482789244,3.2502543602563,1.1836701614468,0.0563404788800163,3.77286000346124e-08,3.14961627815764e-08,1.19787925584007,HIPPOC-sex_homogeneous_changing,Astle_et_al_2016_Granulocyte_count,-1.2491794659398
CORTEX-sex_homogeneous_changing,0.00148528163734603,0.00223031460907763,0.00123041516444236,1.50161057202785,0.828405289276265,0.543750281428252,5.99151139214543e-09,2.16690600375477e-08,0.276500751844494,CORTEX-sex_homogeneous_changing,Astle_et_al_2016_Granulocyte_count,-0.264600505259917
SKM-GN-sex_homogeneous_changing,0.0239552409187542,0.0381700208866767,0.00711111038590173,1.59338914670626,0.296849879741119,0.0453467486405959,-9.768938096061e-09,8.16730088199951e-09,-1.19610361332364,SKM-GN-sex_homogeneous_changing,Astle_et_al_2016_Granulocyte_count,-1.34345384637827
SKM-VL-sex_homogeneous_changing,0.0377894634248139,0.0613249424854144,0.00961385892144058,1.62280532528404,0.254405806543625,0.0134916740928521,-9.34316964277447e-09,7.33462484835635e-09,-1.27384424369956,SKM-VL-sex_homogeneous_changing,Astle_et_al_2016_Granulocyte_count,-1.86993415824666
HEART-sex_homogeneous_changing,0.0355732836517194,0.0571400184295402,0.00738693294560477,1.60626213168765,0.207653952272908,0.00306790938777918,-9.40579651767573e-09,5.81145865130765e-09,-1.61849151513094,HEART-sex_homogeneous_changing,Astle_et_al_2016_Granulocyte_count,-2.51315747163591
KIDNEY-sex_homogeneous_changing,0.00995594984129764,0.0228314158783232,0.00472018271387444,2.29324336123286,0.474106719008864,0.0060138752941873,5.55887784119239e-09,1.25246411076156e-08,0.443835299824466,KIDNEY-sex_homogeneous_changing,Astle_et_al_2016_Granulocyte_count,-2.22084558182377
ADRNL-sex_homogeneous_changing,0.035065496491538,0.0603614570710533,0.00868630467513268,1.72139176998734,0.247716574531573,0.00445222995155076,-7.52932890411121e-09,7.14050858611503e-09,-1.0544527484712,ADRNL-sex_homogeneous_changing,Astle_et_al_2016_Granulocyte_count,-2.35142241304565
COLON-sex_homogeneous_changing,0.0318228384782221,0.0700221014453663,0.0107109813997093,2.20037258754545,0.336581584544678,0.000309898816505418,-5.27391510585394e-11,9.35356614505966e-09,-0.00563840039623765,COLON-sex_homogeneous_changing,Astle_et_al_2016_Granulocyte_count,-3.50878008231557
SPLEEN-sex_homogeneous_changing,0.0288891807784359,0.0913948574780785,0.0129969838760857,3.16363617850665,0.449891050070455,6.78789258470839e-06,2.49863901663607e-08,1.35436615399801e-08,1.84487703658293,SPLEEN-sex_homogeneous_changing,Astle_et_al_2016_Granulocyte_count,-5.16826503881128
BAT-sex_homogeneous_changing,0.0412790532847723,0.10469830471341,0.0117835369071371,2.53635431004501,0.285460444692031,3.90583639267758e-08,1.0307307955446e-08,7.84723244170489e-09,1.31349594038616,BAT-sex_homogeneous_changing,Astle_et_al_2016_Granulocyte_count,-7.40828595235525
WAT-SC-sex_homogeneous_changing,0.0103993199980071,0.0145722884891915,0.00415329746163025,1.40127320747742,0.399381638648121,0.314480634852587,-1.7938379899545e-08,9.60550663498821e-09,-1.86751002120014,WAT-SC-sex_homogeneous_changing,Astle_et_al_2016_Granulocyte_count,-0.502406092462271
LUNG-sex_homogeneous_changing,0.0200962598045112,0.0489680048274854,0.0100826863406192,2.43667256015933,0.501719545761241,0.0039912989508818,1.09417415344183e-08,1.3044514308509e-08,0.838800224802617,LUNG-sex_homogeneous_changing,Astle_et_al_2016_Granulocyte_count,-2.39888574205914
SMLINT-sex_homogeneous_changing,0.00483681109663406,0.0112947128832823,0.00473443938752986,2.3351569159156,0.978834875487396,0.172636134093117,-3.30030888401129e-09,2.57190953574364e-08,-0.128321344049803,SMLINT-sex_homogeneous_changing,Astle_et_al_2016_Granulocyte_count,-0.762868297874473
LIVER-sex_homogeneous_changing,0.00698538656660559,0.00768336292653035,0.0027946527396834,1.09991950384844,0.400071307870569,0.802125050471164,-2.0514105299355e-08,1.08132555541616e-08,-1.89712572653107,LIVER-sex_homogeneous_changing,Astle_et_al_2016_Granulocyte_count,-0.0957579203741554
BLOOD-sex_homogeneous_changing,0.0430085827269496,0.213252507305275,0.0243654856365975,4.95837095258777,0.566526123199355,5.35624919118452e-11,8.43341440806302e-08,1.85195867834083e-08,4.55378108955353,BLOOD-sex_homogeneous_changing,Astle_et_al_2016_High_light_scatter_reticulocyte_count,-10.271139226313
HIPPOC-sex_homogeneous_changing,0.00189510127141383,0.011469346147359,0.00688668817125669,6.05210197489995,3.63394203525541,0.162000249750209,1.1690361596949e-07,1.03744062617777e-07,1.12684632758404,HIPPOC-sex_homogeneous_changing,Astle_et_al_2016_High_light_scatter_reticulocyte_count,-0.790484315919998
CORTEX-sex_homogeneous_changing,0.00148528163734603,0.0066274379943373,0.00516395344086722,4.46207495447094,3.47675034217377,0.318898981331457,9.15340033742018e-08,9.60789091452745e-08,0.952696113939005,CORTEX-sex_homogeneous_changing,Astle_et_al_2016_High_light_scatter_reticulocyte_count,-0.496346868034664
SKM-GN-sex_homogeneous_changing,0.0239552409187542,0.0433714143260458,0.00941853805386442,1.81051881186012,0.39317233693487,0.0396944061436284,-2.3352228052974e-08,1.16935100351343e-08,-1.99702467290061,SKM-GN-sex_homogeneous_changing,Astle_et_al_2016_High_light_scatter_reticulocyte_count,-1.4012706910234
SKM-VL-sex_homogeneous_changing,0.0377894634248139,0.0966520026372356,0.0136733957328347,2.55764421819683,0.361830904533464,2.31993186476386e-05,1.48329360240878e-08,1.10565221734953e-08,1.34155530928571,SKM-VL-sex_homogeneous_changing,Astle_et_al_2016_High_light_scatter_reticulocyte_count,-4.63452476993307
HEART-sex_homogeneous_changing,0.0355732836517194,0.0838302506218359,0.0120214346198517,2.35655081612867,0.337934353700593,0.000127863468896598,4.22433173916291e-09,1.17698153696585e-08,0.358912319903749,HEART-sex_homogeneous_changing,Astle_et_al_2016_High_light_scatter_reticulocyte_count,-3.89325351746656
KIDNEY-sex_homogeneous_changing,0.00995594984129764,0.0243424762802009,0.00853233862038691,2.4450179709853,0.857009000285885,0.0925723671575017,1.1391881967381e-09,2.52300055335356e-08,0.0451521183863355,KIDNEY-sex_homogeneous_changing,Astle_et_al_2016_High_light_scatter_reticulocyte_count,-1.03351863083378
ADRNL-sex_homogeneous_changing,0.035065496491538,0.103963007961591,0.0175443771925612,2.96482349784152,0.500331635024617,0.000115865054203672,2.70306464903913e-08,1.55829876456875e-08,1.7346254200408,ADRNL-sex_homogeneous_changing,Astle_et_al_2016_High_light_scatter_reticulocyte_count,-3.93604753086122
COLON-sex_homogeneous_changing,0.0318228384782221,0.11113894656644,0.0158578493800721,3.49242719635138,0.498316622224771,8.41545101143417e-07,3.11952710215821e-08,1.54045892785816e-08,2.02506347020597,COLON-sex_homogeneous_changing,Astle_et_al_2016_High_light_scatter_reticulocyte_count,-6.07492260380838
SPLEEN-sex_homogeneous_changing,0.0288891807784359,0.0670321067435455,0.011508123636369,2.32031871231119,0.398354100956687,0.000863196832976457,-8.872485561956e-09,1.22758481851188e-08,-0.722759472759816,SPLEEN-sex_homogeneous_changing,Astle_et_al_2016_High_light_scatter_reticulocyte_count,-3.06389016172572
BAT-sex_homogeneous_changing,0.0412790532847723,0.104971915132107,0.0144358109090661,2.54298262142632,0.349712741943901,1.79673827314743e-05,-2.12880053991817e-09,1.10614541294441e-08,-0.192452141916097,BAT-sex_homogeneous_changing,Astle_et_al_2016_High_light_scatter_reticulocyte_count,-4.74551518099131
WAT-SC-sex_homogeneous_changing,0.0103993199980071,0.0169920104101341,0.00341452737659619,1.63395399058692,0.328341408596961,0.053425759186799,-1.16861133729115e-08,9.82812107846893e-09,-1.1890485759799,WAT-SC-sex_homogeneous_changing,Astle_et_al_2016_High_light_scatter_reticulocyte_count,-1.2722492977405
LUNG-sex_homogeneous_changing,0.0200962598045112,0.0370273195945311,0.00625238251196163,1.84249805459916,0.311121699897516,0.00543439919601334,-8.0926219511124e-09,1.01333030494047e-08,-0.798616395034964,LUNG-sex_homogeneous_changing,Astle_et_al_2016_High_light_scatter_reticulocyte_count,-2.26484846266858
SMLINT-sex_homogeneous_changing,0.00483681109663406,0.00499502466979926,0.00243966110071841,1.03271030644039,0.504394538462783,0.94825536990011,-4.05162786502376e-08,1.57921186045196e-08,-2.56560121316731,SMLINT-sex_homogeneous_changing,Astle_et_al_2016_High_light_scatter_reticulocyte_count,-0.0230746892406396
LIVER-sex_homogeneous_changing,0.00698538656660559,0.00985765126571624,0.00282045090325815,1.41118192554179,0.403764469777753,0.30523659725477,-2.00053660618792e-08,1.26811648788316e-08,-1.57756533039594,LIVER-sex_homogeneous_changing,Astle_et_al_2016_High_light_scatter_reticulocyte_count,-0.515363396559448
BLOOD-sex_homogeneous_changing,0.0430085827269496,0.104619999291598,0.0126963581275248,2.4325377089453,0.295205220040165,1.39084009450341e-06,8.3584192999672e-09,9.97010226847739e-09,0.838348401539884,BLOOD-sex_homogeneous_changing,Astle_et_al_2016_Lymphocyte_counts,-5.85672279816523
HIPPOC-sex_homogeneous_changing,0.00189510127141383,0.00410458355631519,0.00214536474903213,2.16589140550414,1.13205810232589,0.300992359056248,1.36533918099623e-08,3.75782111325681e-08,0.363332670674396,HIPPOC-sex_homogeneous_changing,Astle_et_al_2016_Lymphocyte_counts,-0.521444529196284
CORTEX-sex_homogeneous_changing,0.00148528163734603,0.00166243340172505,0.00100800502197245,1.11927149701761,0.678662548992122,0.860228121258754,-6.15136359400653e-09,2.25807175146671e-08,-0.27241665770855,CORTEX-sex_homogeneous_changing,Astle_et_al_2016_Lymphocyte_counts,-0.0653863642605646
SKM-GN-sex_homogeneous_changing,0.0239552409187542,0.0410347956620713,0.00617718731159246,1.71297779059052,0.257863710598562,0.004671762824933,-1.00084014929158e-08,9.19455782145542e-09,-1.08851362809,SKM-GN-sex_homogeneous_changing,Astle_et_al_2016_Lymphocyte_counts,-2.33051921350641
SKM-VL-sex_homogeneous_changing,0.0377894634248139,0.0761728090330987,0.00909641410533339,2.01571554951164,0.240712973430588,2.19608440754139e-05,7.15535728066306e-09,8.57425164804163e-09,0.834516827167926,SKM-VL-sex_homogeneous_changing,Astle_et_al_2016_Lymphocyte_counts,-4.65835097158763
HEART-sex_homogeneous_changing,0.0355732836517194,0.0583442928790319,0.00748473857543626,1.64011547121296,0.210403364747423,0.00248091290070054,-6.75083094145638e-09,6.88439694405913e-09,-0.980598735998509,HEART-sex_homogeneous_changing,Astle_et_al_2016_Lymphocyte_counts,-2.60538848256743
KIDNEY-sex_homogeneous_changing,0.00995594984129764,0.00907896442174328,0.00223249340367484,0.911913435329235,0.224237108388632,0.695220182395223,-3.59952414262061e-08,8.15086162892913e-09,-4.4161271611398,KIDNEY-sex_homogeneous_changing,Astle_et_al_2016_Lymphocyte_counts,-0.157877628711793
ADRNL-sex_homogeneous_changing,0.035065496491538,0.0637091877005863,0.00924927689574151,1.81686255935263,0.263771451174905,0.00164664357511507,-1.75938325225383e-09,9.03832305126445e-09,-0.194658150884272,ADRNL-sex_homogeneous_changing,Astle_et_al_2016_Lymphocyte_counts,-2.78340039604121
COLON-sex_homogeneous_changing,0.0318228384782221,0.0761338612237158,0.00924959367393361,2.39242835851421,0.290658976893703,5.68220096157101e-06,1.20650726557077e-08,1.04067169458484e-08,1.15935435915943,COLON-sex_homogeneous_changing,Astle_et_al_2016_Lymphocyte_counts,-5.24548341071199
SPLEEN-sex_homogeneous_changing,0.0288891807784359,0.0763672398093733,0.0106027590695956,2.64345466889726,0.367014874908116,6.01178453297312e-06,1.51011870278998e-08,1.22981582679595e-08,1.2279226449088,SPLEEN-sex_homogeneous_changing,Astle_et_al_2016_Lymphocyte_counts,-5.22099659325774
BAT-sex_homogeneous_changing,0.0412790532847723,0.0793580034982417,0.0112382105050466,1.92247634534575,0.272249715310025,0.000680136133985572,-8.1886093420507e-09,9.45160677311212e-09,-0.86637219878271,BAT-sex_homogeneous_changing,Astle_et_al_2016_Lymphocyte_counts,-3.16740415152689
WAT-SC-sex_homogeneous_changing,0.0103993199980071,0.0140713562836939,0.00255404727483523,1.35310349968945,0.245597527081067,0.146525898163365,-1.8590524970687e-08,8.56629903147514e-09,-2.17019332413915,WAT-SC-sex_homogeneous_changing,Astle_et_al_2016_Lymphocyte_counts,-0.834085607832727
LUNG-sex_homogeneous_changing,0.0200962598045112,0.0404761744420774,0.00672110270892992,2.01411480722355,0.334445452751421,0.0026275503113619,1.46510995843587e-09,1.16495194483712e-08,0.125765699171455,LUNG-sex_homogeneous_changing,Astle_et_al_2016_Lymphocyte_counts,-2.58044895950993
SMLINT-sex_homogeneous_changing,0.00483681109663406,0.00857688806983801,0.00311901728834671,1.77325264486899,0.644849928192819,0.227518705153796,-1.92738154464281e-08,2.13533203055296e-08,-0.902614449212237,SMLINT-sex_homogeneous_changing,Astle_et_al_2016_Lymphocyte_counts,-0.6429828925843
LIVER-sex_homogeneous_changing,0.00698538656660559,0.00905033301574539,0.00293914052083041,1.29560947407141,0.42075560068233,0.480085023476268,-1.42980918425873e-08,1.35819736298064e-08,-1.05272563710544,LIVER-sex_homogeneous_changing,Astle_et_al_2016_Lymphocyte_counts,-0.318681841881418
BLOOD-sex_homogeneous_changing,0.0430085827269496,0.100516824713866,0.012088816691352,2.33713408674779,0.281079168967292,1.37733753343569e-06,2.88474639437463e-10,9.70803982578661e-09,0.029715024311212,BLOOD-sex_homogeneous_changing,Astle_et_al_2016_Monocyte_count,-5.86095961751693
HIPPOC-sex_homogeneous_changing,0.00189510127141383,0.00269267187932218,0.00204206097348689,1.42085909599613,1.07754714974331,0.69456818445792,-1.49502776114107e-08,3.4645131373413e-08,-0.431526076500425,HIPPOC-sex_homogeneous_changing,Astle_et_al_2016_Monocyte_count,-0.158285113957619
CORTEX-sex_homogeneous_changing,0.00148528163734603,0.00171633634167021,0.00111454179495791,1.15556289023881,0.750390880041734,0.835637736003031,-1.15501488324641e-08,2.44921598227796e-08,-0.471585557012478,CORTEX-sex_homogeneous_changing,Astle_et_al_2016_Monocyte_count,-0.0779819562361994
SKM-GN-sex_homogeneous_changing,0.0239552409187542,0.0659327930497136,0.0126165617775454,2.75233270553734,0.526672297737906,0.00117529256728115,1.71840744784673e-08,1.70907895515592e-08,1.00545819879337,SKM-GN-sex_homogeneous_changing,Astle_et_al_2016_Monocyte_count,-2.92985401037963
SKM-VL-sex_homogeneous_changing,0.0377894634248139,0.0928038765432291,0.0141327025746372,2.45581355575139,0.373985267156697,0.000155756646892713,1.27155407354556e-08,1.25322340939782e-08,1.01462681275364,SKM-VL-sex_homogeneous_changing,Astle_et_al_2016_Monocyte_count,-3.80755341081819
HEART-sex_homogeneous_changing,0.0355732836517194,0.0779767638409803,0.0106572881795533,2.19200354413196,0.299586855233652,8.60630732109963e-05,6.86984640726768e-09,1.01142985207729e-08,0.679221242398401,HEART-sex_homogeneous_changing,Astle_et_al_2016_Monocyte_count,-4.06518314983205
KIDNEY-sex_homogeneous_changing,0.00995594984129764,0.0137601723201642,0.00309244092673027,1.3821054283627,0.310612344982164,0.212523950095836,-2.27153821661677e-08,1.05256884035876e-08,-2.15808993152652,KIDNEY-sex_homogeneous_changing,Astle_et_al_2016_Monocyte_count,-0.672592120633175
ADRNL-sex_homogeneous_changing,0.035065496491538,0.0761719717178845,0.0127606568185546,2.17227700558201,0.363909201218183,0.0017991201204084,9.02731303339936e-09,1.22477284777492e-08,0.737060186286751,ADRNL-sex_homogeneous_changing,Astle_et_al_2016_Monocyte_count,-2.74493983949549
COLON-sex_homogeneous_changing,0.0318228384782221,0.0764119874870794,0.0100976614684373,2.40116819055509,0.317308635914033,8.44600594074142e-06,7.04098140185652e-09,1.03656807368192e-08,0.679258948893415,COLON-sex_homogeneous_changing,Astle_et_al_2016_Monocyte_count,-5.07334861743748
SPLEEN-sex_homogeneous_changing,0.0288891807784359,0.0612318430110667,0.0100466337164708,2.11954238095851,0.347764576417829,0.00105307228502939,-8.70657014748899e-09,1.24816394031206e-08,-0.697550206851209,SPLEEN-sex_homogeneous_changing,Astle_et_al_2016_Monocyte_count,-2.97754181693235
BAT-sex_homogeneous_changing,0.0412790532847723,0.0870561023782586,0.0137371423891603,2.10896557577723,0.332787244280816,0.000836960631301267,-7.16819274781404e-09,1.12147879739971e-08,-0.639173274112219,BAT-sex_homogeneous_changing,Astle_et_al_2016_Monocyte_count,-3.0772949697376
WAT-SC-sex_homogeneous_changing,0.0103993199980071,0.0154975412018999,0.00407710250880153,1.49024563191341,0.392054721807085,0.213354666897018,-1.74903128158783e-08,1.24726403021771e-08,-1.40229433320749,WAT-SC-sex_homogeneous_changing,Astle_et_al_2016_Monocyte_count,-0.670897852990021
LUNG-sex_homogeneous_changing,0.0200962598045112,0.0502802443341332,0.0108873326717802,2.50197025830878,0.541759152085417,0.00561751263838368,1.22285121105902e-08,1.80391503487127e-08,0.677887365768466,LUNG-sex_homogeneous_changing,Astle_et_al_2016_Monocyte_count,-2.25045594182399
SMLINT-sex_homogeneous_changing,0.00483681109663406,0.0277784715363564,0.014594143591575,5.74313757171279,3.01730691978669,0.115959219380589,1.00721905871257e-07,9.60463807635881e-08,1.04867986768994,SMLINT-sex_homogeneous_changing,Astle_et_al_2016_Monocyte_count,-0.935694716910034
LIVER-sex_homogeneous_changing,0.00698538656660559,0.0182418176253521,0.00705207417538354,2.61142564572719,1.00954673132862,0.111805477861858,1.95873606988167e-08,3.2287980133169e-08,0.606645588173378,LIVER-sex_homogeneous_changing,Astle_et_al_2016_Monocyte_count,-0.951536917854805
BLOOD-sex_homogeneous_changing,0.0430085827269496,0.101896747776269,0.0121541126584833,2.36921891667962,0.282597376799105,7.25906465516917e-07,2.40847234422255e-09,8.52267270342202e-09,0.282595897793365,BLOOD-sex_homogeneous_changing,Astle_et_al_2016_Myeloid_white_cell_count,-6.13911933539748
HIPPOC-sex_homogeneous_changing,0.00189510127141383,0.0061173383859949,0.00233614179903712,3.22797439813393,1.23272662747688,0.0699191670448801,3.88402641182464e-08,3.38259381250353e-08,1.14823908134272,HIPPOC-sex_homogeneous_changing,Astle_et_al_2016_Myeloid_white_cell_count,-1.1554037541432
CORTEX-sex_homogeneous_changing,0.00148528163734603,0.00218628835772316,0.00125197188957287,1.47196888640577,0.842918849929331,0.57472799220413,5.54673016964574e-09,2.274115389634e-08,0.243907155939806,CORTEX-sex_homogeneous_changing,Astle_et_al_2016_Myeloid_white_cell_count,-0.240537649980041
