Quantity,Estimate,SE(Estimate),Estimate_over_h2,SE(Estimate_over_h2),trait,tissue,Estimate_Z,Estimate_over_h2_Z,Estimate_pval,Estimate_over_h2_pval
h2med,0.0654866198480157,0.0194099187354114,0.319903061086335,0.0921907366356297,Astle_et_al_2016_Lymphocyte_counts,All_Tissues,3.37387398374534,3.47001307030125,0.00037059144870577,0.000260216519398449
h2nonmed,0.139221080120951,0.0204183301362131,0.680096938913665,0.092190736635621,Astle_et_al_2016_Lymphocyte_counts,All_Tissues,6.81843614008545,7.37706372389356,4.60187443707127e-12,8.09352584951739e-14
h2,0.204707699968967,0.0138645430291016,1,0,Astle_et_al_2016_Lymphocyte_counts,All_Tissues,14.7648357063977,Inf,0,0
h2med,0.0396614226862678,0.0098827004671857,0.202195361835887,0.0526903543108568,Astle_et_al_2016_Monocyte_count,All_Tissues,4.01321711792831,3.83742649827323,2.99483864170114e-05,6.21652154016994e-05
h2nonmed,0.156492546060351,0.0165996115242036,0.797804638164112,0.0526903543108617,Astle_et_al_2016_Monocyte_count,All_Tissues,9.42748243428301,15.1413792637878,0,0
h2,0.196153968746619,0.0131414264807225,1,0,Astle_et_al_2016_Monocyte_count,All_Tissues,14.9263832989792,Inf,0,0
h2med,0.0290680810325554,0.00808080501700325,0.170647782865723,0.0461818018522618,Astle_et_al_2016_Myeloid_white_cell_count,All_Tissues,3.59717639163323,3.6951304631126,0.000160845170473323,0.000109886955033667
h2nonmed,0.141271553883347,0.0114449490196199,0.829352217134277,0.0461818018522584,Astle_et_al_2016_Myeloid_white_cell_count,All_Tissues,12.3435721418389,17.9584205005141,0,0
h2,0.170339634915903,0.0102155733046641,1,0,Astle_et_al_2016_Myeloid_white_cell_count,All_Tissues,16.6745056626564,Inf,0,0
h2med,0.028331138708487,0.0090368063400699,0.170451461876844,0.0524315932971675,Astle_et_al_2016_Neutrophil_count,All_Tissues,3.13508308603057,3.25093042492097,0.000859027219970443,0.000575140017266773
h2nonmed,0.137881215216391,0.0118208829805404,0.829548538123156,0.0524315932970947,Astle_et_al_2016_Neutrophil_count,All_Tissues,11.6642060870895,15.8215397617742,0,0
h2,0.166212353924878,0.0105288216264202,1,0,Astle_et_al_2016_Neutrophil_count,All_Tissues,15.7864155954356,Inf,0,0
h2med,0.0565706114154419,0.0132223546275164,0.23083316270768,0.0553673999374879,Astle_et_al_2016_Platelet_count,All_Tissues,4.27840675954307,4.16911689854138,9.41179043434381e-06,1.52891066343974e-05
h2nonmed,0.188500810523533,0.0190046899561368,0.76916683729232,0.0553673999374187,Astle_et_al_2016_Platelet_count,All_Tissues,9.91864697390995,13.8920526909644,0,0
h2,0.245071421938975,0.0139872349533673,1,0,Astle_et_al_2016_Platelet_count,All_Tissues,17.5210770932233,Inf,0,0
h2med,0.0823448519426223,0.025829679862348,0.404812662436163,0.120327570304421,Astle_et_al_2016_Red_blood_cell_count,All_Tissues,3.18799351681694,3.36425526927881,0.000716318743114175,0.000383752595207176
h2nonmed,0.121069862031666,0.0237920629822344,0.595187337563837,0.120327570304425,Astle_et_al_2016_Red_blood_cell_count,All_Tissues,5.08866600269465,4.94639205344238,1.80295526397423e-07,3.7800810070987e-07
h2,0.203414713974288,0.0125829355935998,1,0,Astle_et_al_2016_Red_blood_cell_count,All_Tissues,16.1659187127807,Inf,0,0
h2med,0.0546723578144749,0.0140699236884803,0.280276887145372,0.0671982366646141,Astle_et_al_2016_Reticulocyte_count,All_Tissues,3.88576079195352,4.17089645587326,5.10049581420313e-05,1.51701854466113e-05
h2nonmed,0.140393166037008,0.0159421177505101,0.719723112854629,0.0671982366646295,Astle_et_al_2016_Reticulocyte_count,All_Tissues,8.80643138095726,10.7104464131492,0,0
h2,0.195065523851483,0.0146801837912843,1,0,Astle_et_al_2016_Reticulocyte_count,All_Tissues,13.2876758646097,Inf,0,0
h2med,0.0283694976911891,0.00890518771409039,0.170537133924183,0.0517549874974344,Astle_et_al_2016_Sum_basophil_neutrophil_counts,All_Tissues,3.1857270842591,3.29508598437275,0.000721953682849663,0.000491957844185875
h2nonmed,0.137984287190651,0.0118939125264886,0.829462866075818,0.0517549874973542,Astle_et_al_2016_Sum_basophil_neutrophil_counts,All_Tissues,11.6012529000319,16.0267233398177,0,0
h2,0.16635378488184,0.0105795483000404,1,0,Astle_et_al_2016_Sum_basophil_neutrophil_counts,All_Tissues,15.7240914417117,Inf,0,0
h2med,0.045086199390826,0.0147358859135816,0.251323087884928,0.0814926971773979,Astle_et_al_2016_Sum_eosinophil_basophil_counts,All_Tissues,3.05961919461329,3.08399521171614,0.00110809290435998,0.0010212044132718
h2nonmed,0.134309174787727,0.0172295729768808,0.748676912115072,0.0814926971774174,Astle_et_al_2016_Sum_eosinophil_basophil_counts,All_Tissues,7.7952700840553,9.18704298724008,3.21964677141295e-15,0
h2,0.179395374178553,0.011967967337199,1,0,Astle_et_al_2016_Sum_eosinophil_basophil_counts,All_Tissues,14.9896276555629,Inf,0,0
h2med,0.0293853797178161,0.00867597291221832,0.176612281287108,0.0504247698531922,Astle_et_al_2016_Sum_neutrophil_eosinophil_counts,All_Tissues,3.38698380171667,3.50249057757331,0.000353327799673009,0.000230465043006167
h2nonmed,0.136998178116681,0.0115138829031546,0.823387718712892,0.0504247698532127,Astle_et_al_2016_Sum_neutrophil_eosinophil_counts,All_Tissues,11.8985210522809,16.3290327573093,0,0
h2,0.166383557834497,0.0101952893035679,1,0,Astle_et_al_2016_Sum_neutrophil_eosinophil_counts,All_Tissues,16.3196504660511,Inf,0,0
h2med,0.0435450806884446,0.00983093788205793,0.223205802731836,0.0484308480077389,Astle_et_al_2016_White_blood_cell_count,All_Tissues,4.42939231341468,4.60875272504354,4.72494920256139e-06,2.02545882377336e-06
h2nonmed,0.151544294925865,0.0121832578806023,0.776794197268164,0.0484308480077519,Astle_et_al_2016_White_blood_cell_count,All_Tissues,12.4387332527162,16.0392441846946,0,0
h2,0.195089375614309,0.0106025423506801,1,0,Astle_et_al_2016_White_blood_cell_count,All_Tissues,18.4002448810586,Inf,0,0
h2med,0.0124195346798459,0.00994267516578655,0.125325706459016,0.100930049998651,BCAC_ER_negative_BreastCancer_EUR,All_Tissues,1.24911399324222,1.24170855419859,0.105811691615832,0.107172056337803
h2nonmed,0.086678527726906,0.0133942394232304,0.874674293540984,0.100930049998654,BCAC_ER_negative_BreastCancer_EUR,All_Tissues,6.47132882936034,8.66614346820048,4.85723683496531e-11,0
h2,0.0990980624067518,0.0101688116266529,1,0,BCAC_ER_negative_BreastCancer_EUR,All_Tissues,9.74529434167226,Inf,0,0
h2med,0.00627162273086425,0.00421646265210601,0.214947739996881,0.148086822567149,BCAC_ER_positive_BreastCancer_EUR,All_Tissues,1.48741332446802,1.45149808923353,0.0684528399323374,0.0733206069600741
h2nonmed,0.0229058077038789,0.00736649006296276,0.78505226000312,0.148086822567309,BCAC_ER_positive_BreastCancer_EUR,All_Tissues,3.10946020534864,5.30129721465456,0.000937147654006987,5.74913594508786e-08
h2,0.0291774304347431,0.00655364115513915,1,0,BCAC_ER_positive_BreastCancer_EUR,All_Tissues,4.45209460573885,Inf,4.25183412133823e-06,0
h2med,0.0148773353236257,0.010198593097407,0.126137991856998,0.086908384636199,BCAC_Overall_BreastCancer_EUR,All_Tissues,1.45876349625208,1.45139036221897,0.0723151064550746,0.073335595961313
h2nonmed,0.103067584399625,0.0141670191096503,0.873862008143001,0.0869083846361967,BCAC_Overall_BreastCancer_EUR,All_Tissues,7.27517790453303,10.0549792957381,1.72972747236599e-13,0
h2,0.117944919723251,0.010930263385023,1,0,BCAC_Overall_BreastCancer_EUR,All_Tissues,10.7906749882041,Inf,0,0
h2med,0.0132231248476264,0.00435106353764001,0.179821747310984,0.0588917986351732,CARDIoGRAM_C4D_CAD_ADDITIVE,All_Tissues,3.03905579250598,3.05342596895293,0.00118660449553309,0.00113122268496635
h2nonmed,0.0603115006654842,0.0065061150192217,0.820178252689016,0.0588917986351082,CARDIoGRAM_C4D_CAD_ADDITIVE,All_Tissues,9.26997147872418,13.9268670969079,0,0
h2,0.0735346255131106,0.0055078369497177,1,0,CARDIoGRAM_C4D_CAD_ADDITIVE,All_Tissues,13.3509082030614,Inf,0,0
h2med,0.0132231248476264,0.00435106353764001,0.179821747310984,0.0588917986351732,CARDIoGRAM_C4D_CAD_ADDITIVE.txt.sumstats.gz,All_Tissues,3.03905579250598,3.05342596895293,0.00118660449553309,0.00113122268496635
h2nonmed,0.0603115006654842,0.0065061150192217,0.820178252689016,0.0588917986351082,CARDIoGRAM_C4D_CAD_ADDITIVE.txt.sumstats.gz,All_Tissues,9.26997147872418,13.9268670969079,0,0
h2,0.0735346255131106,0.0055078369497177,1,0,CARDIoGRAM_C4D_CAD_ADDITIVE.txt.sumstats.gz,All_Tissues,13.3509082030614,Inf,0,0
h2med,0.00377193955669553,0.00383030441633241,0.0343111121984212,0.0350280208887466,CKDGen_Chronic_Kidney_Disease,All_Tissues,0.984762344374507,0.979533280152985,0.162370410538125,0.163658276558523
h2nonmed,0.106161528495357,0.00787848716490651,0.965688887801579,0.0350280208887343,CKDGen_Chronic_Kidney_Disease,All_Tissues,13.4748621497077,27.5690393947482,0,0
h2,0.109933468052052,0.0068315096478369,1,0,CKDGen_Chronic_Kidney_Disease,All_Tissues,16.0921192707181,Inf,0,0
h2med,0.000619079758228317,0.00310573201781083,0.0124323216645147,0.0624162492538824,CNCR_Insomnia_all,All_Tissues,0.199334570619102,0.199184055644635,0.421000519155441,0.421059385640022
h2nonmed,0.0491769096743281,0.00776693757706305,0.987567678335486,0.0624162492539018,CNCR_Insomnia_all,All_Tissues,6.33157009263921,15.8222849040188,1.21339494008055e-10,0
h2,0.0497959894325564,0.0073204882461264,1,0,CNCR_Insomnia_all,All_Tissues,6.80227708293989,Inf,5.14888132130409e-12,0
h2med,0.000619079758228317,0.00310573201781083,0.0124323216645147,0.0624162492538824,CNCR_Insomnia_all.txt.sumstats.gz,All_Tissues,0.199334570619102,0.199184055644635,0.421000519155441,0.421059385640022
h2nonmed,0.0491769096743281,0.00776693757706305,0.987567678335486,0.0624162492539018,CNCR_Insomnia_all.txt.sumstats.gz,All_Tissues,6.33157009263921,15.8222849040188,1.21339494008055e-10,0
h2,0.0497959894325564,0.0073204882461264,1,0,CNCR_Insomnia_all.txt.sumstats.gz,All_Tissues,6.80227708293989,Inf,5.14888132130409e-12,0
h2med,0.006349986149466,0.00305444373355169,0.120956647704479,0.0576091452138841,DIAGRAM_T2D_TRANS_ETHNIC,All_Tissues,2.07893374486302,2.09960844333667,0.0188117202989641,0.017881649714988
h2nonmed,0.0461480474020282,0.00586246021742853,0.879043352295521,0.0576091452138946,DIAGRAM_T2D_TRANS_ETHNIC,All_Tissues,7.87178858200768,15.258746663082,1.77635683940025e-15,0
h2,0.0524980335514942,0.00550778158112452,1,0,DIAGRAM_T2D_TRANS_ETHNIC,All_Tissues,9.53161137170144,Inf,0,0
h2med,0.00971329834206116,0.00551605464425318,0.218695806162542,0.12369760201557,EAGLE_Eczema,All_Tissues,1.76091408959859,1.76798743548007,0.0391264724102011,0.0385315020895232
h2nonmed,0.0347013546524362,0.00855329222927326,0.781304193837456,0.123697602015636,EAGLE_Eczema,All_Tissues,4.05707576945312,6.31624365473708,2.48454824457456e-05,1.33998701024041e-10
h2,0.0444146529944973,0.0078762942303414,1,0,EAGLE_Eczema,All_Tissues,5.63902917991576,Inf,8.55057791238068e-09,0
h2med,0.0373920640873033,0.0249570772245538,0.0488350839851889,0.0321164078232479,EGG_BL,All_Tissues,1.49825493389568,1.52056494779715,0.0670335139889504,0.0641845243362428
h2nonmed,0.728288283644747,0.0433422070642385,0.951164916014811,0.0321164078232577,EGG_BL,All_Tissues,16.8032117645817,29.6161675754412,0,0
h2,0.76568034773205,0.0408297028334845,1,0,EGG_BL,All_Tissues,18.7530227896764,Inf,0,0
h2med,0.0657852778613861,0.0192896382276608,0.157815821315045,0.0452026520486772,EGG_BMI_HapMapImputed,All_Tissues,3.41039459034808,3.49129562453766,0.000324344768827145,0.000240342032448604
h2nonmed,0.351063155414895,0.0366964854616061,0.842184178684955,0.0452026520487106,EGG_BMI_HapMapImputed,All_Tissues,9.5666696959903,18.6313001674639,0,0
h2,0.416848433276281,0.0363843822768956,1,0,EGG_BMI_HapMapImputed,All_Tissues,11.4567956686456,Inf,0,0
h2med,0.0125691783473066,0.00823775508348496,0.102714177944893,0.066302759712053,EGG_BW3_EUR,All_Tissues,1.52580141311864,1.54916896960204,0.0635296643396421,0.0606705533774529
h2nonmed,0.109801253844149,0.0106986720667913,0.897285822055107,0.0663027597120531,EGG_BW3_EUR,All_Tissues,10.2630731326902,13.5331594936913,0,0
h2,0.122370432191456,0.00887819471079246,1,0,EGG_BW3_EUR,All_Tissues,13.7832561886371,Inf,0,0
h2med,0.187599290665291,0.0641930436932357,0.0961980059105856,0.0324477707573919,EGG_Pubertal_growth_10F,All_Tissues,2.92242398665167,2.9647030802161,0.00173659193613007,0.00151487598394418
h2nonmed,1.76253770946818,0.12227466591096,0.903801994089415,0.0324477707573968,EGG_Pubertal_growth_10F,All_Tissues,14.4145780022138,27.8540550858454,0,0
h2,1.95013700013347,0.115796555308732,1,0,EGG_Pubertal_growth_10F,All_Tissues,16.8410622831923,Inf,0,0
h2med,0.158971691414319,0.115153951397706,0.0788475365518182,0.0568042950442311,EGG_Pubertal_growth_12M,All_Tissues,1.38051442859551,1.38805589419643,0.083714155121776,0.0825600128180617
h2nonmed,1.85721928127185,0.161047069692536,0.921152463448182,0.0568042950442407,EGG_Pubertal_growth_12M,All_Tissues,11.53215196537,16.2162467244909,0,0
h2,2.01619097268617,0.137544074904481,1,0,EGG_Pubertal_growth_12M,All_Tissues,14.6585083660372,Inf,0,0
h2med,0.118818206701227,0.0379636949456185,0.374139345483255,0.152802350131222,ENIGMA_Intracraneal_Volume,All_Tissues,3.12978509787917,2.44851826664941,0.000874671142988004,0.00717225781183262
h2nonmed,0.198759209669555,0.0879268159452485,0.625860654516745,0.152802350131277,ENIGMA_Intracraneal_Volume,All_Tissues,2.26050730408936,4.09588369536889,0.011894891814178,2.10280520656081e-05
h2,0.317577416370782,0.0778320819182141,1,0,ENIGMA_Intracraneal_Volume,All_Tissues,4.080289368393,Inf,2.24898357530368e-05,0
h2med,0.0292118173036265,0.0167133466275797,0.0519762463663559,0.0297644240312871,GABRIEL_Asthma,All_Tissues,1.74781376552212,1.74625406195399,0.040248140449098,0.0403834072307362
h2nonmed,0.532810632292412,0.0304200180053752,0.948023753633645,0.0297644240312821,GABRIEL_Asthma,All_Tissues,17.5151320488457,31.8509020244196,0,0
h2,0.562022449596038,0.0256411985407947,1,0,GABRIEL_Asthma,All_Tissues,21.91872773427,Inf,0,0
h2med,-0.00321305453942201,0.00739259294900294,-0.123676804714925,0.295921637449351,GEFOS_Forearm,All_Tissues,-0.434631605119739,-0.41793768708817,0.668085074783078,0.662003661428526
h2nonmed,0.0291924978701912,0.0159094394070665,1.12367680471494,0.29592163744879,GEFOS_Forearm,All_Tissues,1.83491681405348,3.79721068862156,0.0332590079751927,7.31667047336737e-05
h2,0.0259794433307692,0.0144265438053055,1,0,GEFOS_Forearm,All_Tissues,1.80080854301465,Inf,0.035866530950064,0
h2med,0.0126452578618423,0.00935242080820154,0.124308841134393,0.0910786322468294,GIANT_2015_BMI_EUR,All_Tissues,1.35208392791234,1.36485186555621,0.088174234086977,0.0861498067722388
h2nonmed,0.0890792674932867,0.00813479430334232,0.875691158865606,0.0910786322468336,GIANT_2015_BMI_EUR,All_Tissues,10.950401961201,9.6146718199762,0,0
h2,0.101724525355129,0.00507674642954264,1,0,GIANT_2015_BMI_EUR,All_Tissues,20.0373461166335,Inf,0,0
h2med,0.0217582718503685,0.0152950025091637,0.133756349380599,0.0933110040976917,GIANT_2017_BMI_Active_EUR,All_Tissues,1.4225739314088,1.43344668374336,0.0774298527293623,0.0758651126291358
h2nonmed,0.140912673873905,0.0157082298021762,0.866243650619401,0.0933110040977106,GIANT_2017_BMI_Active_EUR,All_Tissues,8.9706272220682,9.28340294904891,0,0
h2,0.162670945724274,0.0117378162927173,1,0,GIANT_2017_BMI_Active_EUR,All_Tissues,13.858706054652,Inf,0,0
h2med,0.0248691886979742,0.0120625022764596,0.0639631329257308,0.0305179258496547,GIANT_HEIGHT,All_Tissues,2.06169401074496,2.09592005829107,0.0196184385745416,0.0180446415247392
h2nonmed,0.363935855089523,0.0172025007010358,0.936036867074269,0.030517925849652,GIANT_HEIGHT,All_Tissues,21.1559854822508,30.6717065794608,0,0
h2,0.388805043787497,0.015509612798427,1,0,GIANT_HEIGHT,All_Tissues,25.0686492848442,Inf,0,0
h2med,0.0306747748564173,0.0193259547484859,0.193104641899834,0.118805610345879,GIANT_HIP_Combined_EUR,All_Tissues,1.58723205428289,1.62538318971342,0.0562300487251793,0.0520404677554731
h2nonmed,0.128175755895343,0.0160224609768461,0.806895358100167,0.118805610345884,GIANT_HIP_Combined_EUR,All_Tissues,7.99975459953181,6.79172772860656,6.66133814775094e-16,5.53990187057707e-12
h2,0.158850530751761,0.00850189307322212,1,0,GIANT_HIP_Combined_EUR,All_Tissues,18.6841365074423,Inf,0,0
h2med,0.0183494909256083,0.0128161795853207,0.182506430308992,0.124936378427762,GIANT_WC_Combined_EUR,All_Tissues,1.43174421078066,1.46079494704193,0.0761085193744591,0.0720358614740129
h2nonmed,0.0821921222906586,0.0102234718478642,0.817493569691008,0.124936378427764,GIANT_WC_Combined_EUR,All_Tissues,8.03955089951457,6.54327890706124,4.44089209850063e-16,3.00922620155575e-11
h2,0.100541613216267,0.00583043425864536,1,0,GIANT_WC_Combined_EUR,All_Tissues,17.2442752556868,Inf,0,0
h2med,0.0107303950704594,0.00372298255278829,0.123897305392223,0.0413891042755365,GIANT_WHR_Combined_EUR,All_Tissues,2.88220396370726,2.99347636439317,0.00197452009070676,0.00137909435705041
h2nonmed,0.0758767755737292,0.0049906625610294,0.876102694607777,0.0413891042755559,GIANT_WHR_Combined_EUR,All_Tissues,15.2037479284271,21.1674717281861,0,0
h2,0.0866071706441886,0.00483366370881586,1,0,GIANT_WHR_Combined_EUR,All_Tissues,17.9175002361522,Inf,0,0
h2med,0.0448183194646172,0.0186761905876885,0.118063522784274,0.0468463162455438,GLGC_Mc_HDL,All_Tissues,2.3997570197298,2.52023066585315,0.00820297894046485,0.00586389760968997
h2nonmed,0.334793591205787,0.0324693534212057,0.881936477215725,0.0468463162455296,GLGC_Mc_HDL,All_Tissues,10.311064309249,18.8261649559241,0,0
h2,0.379611910670404,0.0360996887808389,1,0,GLGC_Mc_HDL,All_Tissues,10.5156560483119,Inf,0,0
h2med,0.0256460186987029,0.0180619339464304,0.0789099414407743,0.0545700041044113,GLGC_Mc_LDL,All_Tissues,1.41989328356344,1.44603143679066,0.077819375788822,0.0740841922969903
h2nonmed,0.29935762761564,0.0294917184238376,0.921090058559226,0.0545700041043861,GLGC_Mc_LDL,All_Tissues,10.1505657728535,16.8790542290832,0,0
h2,0.325003646314343,0.0295514588872787,1,0,GLGC_Mc_LDL,All_Tissues,10.9978883801994,Inf,0,0
h2med,0.085267407309286,0.0301882397359484,0.252803745106067,0.0791849856219341,GLGC_Mc_TG,All_Tissues,2.82452398864942,3.1925717119287,0.00236754518151783,0.000705059628130833
h2nonmed,0.252019555245445,0.0284143703550345,0.747196254893933,0.0791849856219222,GLGC_Mc_TG,All_Tissues,8.86944007896317,9.43608499800084,0,0
h2,0.337286962554732,0.0353138079426706,1,0,GLGC_Mc_TG,All_Tissues,9.55113543977735,Inf,0,0
h2med,0.0169016299617335,0.0212619286111484,0.0232192387015536,0.0293731009483367,GPC-NEO-NEUROTICISM,All_Tissues,0.79492459366416,0.790493272821044,0.213328683590849,0.214619874702418
h2nonmed,0.711013276249322,0.048526405891761,0.976780761298447,0.0293731009483671,GPC-NEO-NEUROTICISM,All_Tissues,14.6520902008537,33.2542608632116,0,0
h2,0.727914906211056,0.0416713291154827,1,0,GPC-NEO-NEUROTICISM,All_Tissues,17.4680031009763,Inf,0,0
h2med,0.0242653218871687,0.00908448347751773,0.15914730592292,0.0600103700964417,HRGene_HeartRate,All_Tissues,2.67107336891751,2.65199674101588,0.00378045592427756,0.00400086571155467
h2nonmed,0.128205508495101,0.014162816952479,0.84085269407708,0.060010370096449,HRGene_HeartRate,All_Tissues,9.05226050193781,14.0117898410834,0,0
h2,0.15247083038227,0.0118188587836056,1,0,HRGene_HeartRate,All_Tissues,12.9006389850235,Inf,0,0
h2med,0.126660691022132,0.0524654406812928,0.244978363067572,0.101374701287062,IBD.EUR.Crohns_Disease,All_Tissues,2.41417377567733,2.41656310654735,0.00788546929991918,0.00783390503467607
h2nonmed,0.390367382135475,0.0685504905175496,0.755021636932429,0.101374701287042,IBD.EUR.Crohns_Disease,All_Tissues,5.69459648192506,7.44783094151457,6.1832020614716e-09,4.74065231514942e-14
h2,0.517028073157607,0.0532090563013552,1,0,IBD.EUR.Crohns_Disease,All_Tissues,9.71691868071034,Inf,0,0
h2med,0.0945082448335205,0.0357745050692815,0.254157897722233,0.0963705042130672,IBD.EUR.Inflammatory_Bowel_Disease,All_Tissues,2.6417764452784,2.63729965716804,0.00412362360728225,0.00417844864687533
h2nonmed,0.277340301603576,0.0461138942998853,0.745842102277767,0.0963705042130292,IBD.EUR.Inflammatory_Bowel_Disease,All_Tissues,6.01424594071348,7.73931929036156,9.03629837623043e-10,4.9960036108132e-15
h2,0.371848546437096,0.0341997271151146,1,0,IBD.EUR.Inflammatory_Bowel_Disease,All_Tissues,10.8728512711658,Inf,0,0
h2med,0.0707880239940935,0.0337520968717224,0.225169442372448,0.108886971316966,IBD.EUR.Ulcerative_Colitis,All_Tissues,2.09729262934772,2.06791905082003,0.0179838394691996,0.0193238178380172
h2nonmed,0.243588666058744,0.0483785590114948,0.774830557627552,0.108886971317001,IBD.EUR.Ulcerative_Colitis,All_Tissues,5.03505418590222,7.11591614915801,2.38856841305868e-07,5.55888668429816e-13
h2,0.314376690052838,0.0383016574514787,1,0,IBD.EUR.Ulcerative_Colitis,All_Tissues,8.20791346826431,Inf,1.11022302462516e-16,0
h2med,0.00277645525020187,0.0027264975654958,0.106053656574338,0.0976565437283733,ICBP_DiastolicPressure,All_Tissues,1.01832302560556,1.0859861769153,0.154262234696826,0.138742553969408
h2nonmed,0.023403266787536,0.00638009728827334,0.893946343425665,0.0976565437283479,ICBP_DiastolicPressure,All_Tissues,3.6681676987201,9.15398302352747,0.000122147468801348,0
h2,0.0261797220377378,0.00685066183114146,1,0,ICBP_DiastolicPressure,All_Tissues,3.82148800846235,Inf,6.63244325767032e-05,0
h2med,0.0038390998373014,0.0028919937745281,0.147155640098397,0.110419368987723,ICBP_SystolicPressure,All_Tissues,1.32749242792815,1.33269770917419,0.0921729215454998,0.0913155126724894
h2nonmed,0.0222496034888799,0.00516895482355463,0.852844359901603,0.110419368987737,ICBP_SystolicPressure,All_Tissues,4.30446855280873,7.72368441986222,8.36935328818456e-06,5.6621374255883e-15
h2,0.0260887033261813,0.00469352593893951,1,0,ICBP_SystolicPressure,All_Tissues,5.55844447555689,Inf,1.36094758795835e-08,0
h2med,0.0274112393670338,0.0116439013304587,0.180625522302726,0.0745635811946166,IGAP_Alzheimer,All_Tissues,2.35412844793953,2.42243625384998,0.00928309713124076,0.00770841516590137
h2nonmed,0.124346048404807,0.0163753851333387,0.819374477697274,0.0745635811946847,IGAP_Alzheimer,All_Tissues,7.59347321557957,10.9889367512794,1.55431223447522e-14,0
h2,0.151757287771841,0.0148901711256519,1,0,IGAP_Alzheimer,All_Tissues,10.1917759367052,Inf,0,0
h2med,0.021032286032875,0.0188217645815968,0.0414385058034071,0.0370094213166958,ILAE_Genetic_generalised_epilepsy,All_Tissues,1.11744496333992,1.11967451338433,0.131902059611776,0.131426244839338
h2nonmed,0.486521874646966,0.0294439743923235,0.958561494196593,0.0370094213166964,ILAE_Genetic_generalised_epilepsy,All_Tissues,16.5236482060591,25.9004723687519,0,0
h2,0.507554160679842,0.0255777405628961,1,0,ILAE_Genetic_generalised_epilepsy,All_Tissues,19.8435885856203,Inf,0,0
h2med,0.0623323328976969,0.0304815469618931,0.0429317940592693,0.0214438868278127,IMMUNOBASE_Celiac_disease_hg19,All_Tissues,2.04492025866084,2.00205281831588,0.0204313601500032,0.0226395255911152
h2nonmed,1.38955977325665,0.0809570828352415,0.95706820594073,0.021443886827804,IMMUNOBASE_Celiac_disease_hg19,All_Tissues,17.1641532104681,44.6312841336117,0,0
h2,1.45189210615434,0.0703600568740709,1,0,IMMUNOBASE_Celiac_disease_hg19,All_Tissues,20.6351752778272,Inf,0,0
