HUMAN|HGNC=21184|UniProtKB=Q4ZHG4	RAT|RGD=1310640|UniProtKB=Q2Q0I9	LDO	Euarchontoglires	PTHR23197
HUMAN|HGNC=17265|UniProtKB=Q7Z7G0	RAT|RGD=1562717|UniProtKB=F1M0R2	LDO	Euarchontoglires	PTHR23197
HUMAN|HGNC=9716|UniProtKB=Q9NR77	RAT|RGD=61812|UniProtKB=Q07066	LDO	Euarchontoglires	PTHR11266
HUMAN|HGNC=26827|UniProtKB=Q2QL34	RAT|RGD=2324483|UniProtKB=D4A908	LDO	Euarchontoglires	PTHR11266
HUMAN|HGNC=28177|UniProtKB=Q567V2	RAT|RGD=1308064|UniProtKB=D4A9N8	LDO	Euarchontoglires	PTHR11266
HUMAN|HGNC=7224|UniProtKB=P39210	RAT|RGD=1310512|UniProtKB=Q5BK62	LDO	Euarchontoglires	PTHR11266
HUMAN|HGNC=1063|UniProtKB=P30043	RAT|RGD=1306080|UniProtKB=B5DF65	LDO	Euarchontoglires	PTHR43355
HUMAN|HGNC=5178|UniProtKB=P23327	RAT|RGD=727864|UniProtKB=G3V8S6	LDO	Euarchontoglires	PTHR15054
HUMAN|HGNC=19192|UniProtKB=Q8N1I0	RAT|RGD=1561724|UniProtKB=F1LZ81	LDO	Euarchontoglires	PTHR45653
HUMAN|HGNC=2989|UniProtKB=Q8IZD9	RAT|RGD=1306677|UniProtKB=F1M4N6	LDO	Euarchontoglires	PTHR45653
HUMAN|HGNC=23476|UniProtKB=Q9H7D0	RAT|RGD=1306872|UniProtKB=F1LVA9	LDO	Euarchontoglires	PTHR45653
HUMAN|HGNC=2987|UniProtKB=Q14185	RAT|RGD=1566072|UniProtKB=D3ZZW1	LDO	Euarchontoglires	PTHR45653
HUMAN|HGNC=29259|UniProtKB=Q7L7X3	RAT|RGD=708455|UniProtKB=O88664	LDO	Euarchontoglires	PTHR47167
HUMAN|HGNC=12578|UniProtKB=O75841	RAT|RGD=1307806|UniProtKB=Q566D0	LDO	Euarchontoglires	PTHR47110
HUMAN|HGNC=26553|UniProtKB=Q96M34	RAT|RGD=1306995|UniProtKB=F1LW82	LDO	Euarchontoglires	PTHR47110
HUMAN|HGNC=1421|UniProtKB=O43772	RAT|RGD=621443|UniProtKB=P97521	LDO	Euarchontoglires	PTHR45624
HUMAN|HGNC=20115|UniProtKB=Q6Q0C1	RAT|RGD=1303247|UniProtKB=Q6J329	LDO	Euarchontoglires	PTHR45624
HUMAN|HGNC=27442|UniProtKB=Q8N413	RAT|RGD=1589953|UniProtKB=D3ZL04	LDO	Euarchontoglires	PTHR45624
HUMAN|HGNC=30451|UniProtKB=Q6ZT89	RAT|RGD=1563703|UniProtKB=D4A961	LDO	Euarchontoglires	PTHR45624
HUMAN|HGNC=20116|UniProtKB=Q8N8R3	RAT|RGD=1308104|UniProtKB=Q5HZE0	LDO	Euarchontoglires	PTHR45624
HUMAN|HGNC=22921|UniProtKB=Q9BXI2	RAT|RGD=1310667|UniProtKB=D3ZMM0	LDO	Euarchontoglires	PTHR45624
HUMAN|HGNC=10985|UniProtKB=Q9Y619	RAT|RGD=1311488|UniProtKB=A0A0G2K309	LDO	Euarchontoglires	PTHR45624
HUMAN|HGNC=4187|UniProtKB=P02774	RAT|RGD=2667|UniProtKB=P04276	LDO	Euarchontoglires	PTHR11385
HUMAN|HGNC=317|UniProtKB=P02771	RAT|RGD=2065|UniProtKB=P02773	LDO	Euarchontoglires	PTHR11385
HUMAN|HGNC=316|UniProtKB=P43652	RAT|RGD=628614|UniProtKB=P36953	LDO	Euarchontoglires	PTHR11385
HUMAN|HGNC=399|UniProtKB=P02768	RAT|RGD=2085|UniProtKB=P02770	LDO	Euarchontoglires	PTHR11385
HUMAN|HGNC=20361|UniProtKB=Q969W0	RAT|RGD=1565821|UniProtKB=Q4G019	LDO	Euarchontoglires	PTHR47084
HUMAN|HGNC=28763|UniProtKB=Q96HS1	RAT|RGD=1312028|UniProtKB=Q562B5	LDO	Euarchontoglires	PTHR20935
HUMAN|HGNC=23729|UniProtKB=Q8IYA7	RAT|RGD=1305652|UniProtKB=D3ZUL2	LDO	Euarchontoglires	PTHR11211
HUMAN|HGNC=14358|UniProtKB=P78414	RAT|RGD=1309060|UniProtKB=D4A9L1	LDO	Euarchontoglires	PTHR11211
HUMAN|HGNC=14675|UniProtKB=P78412	RAT|RGD=1564830|UniProtKB=D4A7R4	LDO	Euarchontoglires	PTHR11211
HUMAN|HGNC=14361|UniProtKB=P78411	RAT|RGD=1565518|UniProtKB=G3V7I4	LDO	Euarchontoglires	PTHR11211
HUMAN|HGNC=14359|UniProtKB=Q9BZI1	RAT|RGD=1309834|UniProtKB=D3ZGA0	LDO	Euarchontoglires	PTHR11211
HUMAN|HGNC=6129|UniProtKB=P78413	RAT|RGD=1309309|UniProtKB=D3ZRI4	LDO	Euarchontoglires	PTHR11211
HUMAN|HGNC=12684|UniProtKB=O15240	RAT|Ensembl=ENSRNOG00000053620|UniProtKB=M0RDR2	LDO	Euarchontoglires	PTHR15159
HUMAN|HGNC=12684|UniProtKB=O15240	RAT|RGD=69399|UniProtKB=P20156	LDO	Euarchontoglires	PTHR15159
HUMAN|HGNC=16837|UniProtKB=O95711	RAT|RGD=1309936|UniProtKB=D3ZAS0	LDO	Euarchontoglires	PTHR20838
HUMAN|HGNC=7067|UniProtKB=P33076	RAT|RGD=619813|UniProtKB=G3V6C0	LDO	Euarchontoglires	PTHR47189
HUMAN|HGNC=30611|UniProtKB=Q8TCJ2	RAT|RGD=1311563|UniProtKB=B2RYD7	LDO	Euarchontoglires	PTHR13872
HUMAN|HGNC=17056|UniProtKB=Q9Y2J0	RAT|RGD=620073|UniProtKB=P47709	LDO	Euarchontoglires	PTHR45729
HUMAN|HGNC=2985|UniProtKB=Q14183	RAT|RGD=620518|UniProtKB=P70611	LDO	Euarchontoglires	PTHR45729
HUMAN|HGNC=10296|UniProtKB=Q9UNE2	RAT|RGD=620342|UniProtKB=O54880	LDO	Euarchontoglires	PTHR45729
HUMAN|HGNC=2986|UniProtKB=Q14184	RAT|RGD=620519|UniProtKB=P70610	LDO	Euarchontoglires	PTHR45729
HUMAN|HGNC=14333|UniProtKB=Q8WXS3	RAT|RGD=628703|UniProtKB=Q920K5	LDO	Euarchontoglires	PTHR14731
HUMAN|HGNC=10328|UniProtKB=P61353	RAT|RGD=1561870|UniProtKB=D3ZK92	O	Euarchontoglires	PTHR10497
HUMAN|HGNC=10328|UniProtKB=P61353	RAT|Ensembl=ENSRNOG00000053282|UniProtKB=M0R7P0	O	Euarchontoglires	PTHR10497
HUMAN|HGNC=10328|UniProtKB=P61353	RAT|Ensembl=ENSRNOG00000038041|UniProtKB=D4A7W3	O	Euarchontoglires	PTHR10497
HUMAN|HGNC=10328|UniProtKB=P61353	RAT|Ensembl=ENSRNOG00000033603|UniProtKB=D3ZTK5	O	Euarchontoglires	PTHR10497
HUMAN|HGNC=10328|UniProtKB=P61353	RAT|RGD=621192|UniProtKB=P61354	LDO	Euarchontoglires	PTHR10497
HUMAN|HGNC=28522|UniProtKB=Q8N6D2	RAT|RGD=1560399|UniProtKB=D3ZBM4	LDO	Euarchontoglires	PTHR46675
HUMAN|HGNC=13658|UniProtKB=Q9HB63	RAT|RGD=1565947|UniProtKB=A0A0G2JTN7	LDO	Euarchontoglires	PTHR10574
HUMAN|HGNC=25620|UniProtKB=Q8WWA1	RAT|RGD=1587025|UniProtKB=D3ZHS0	LDO	Euarchontoglires	PTHR16108
HUMAN|HGNC=8743|UniProtKB=P29120	RAT|RGD=3272|UniProtKB=P28840	LDO	Euarchontoglires	PTHR42884
HUMAN|HGNC=8743|UniProtKB=P29120	RAT|Ensembl=ENSRNOG00000053037|UniProtKB=A0A0G2JX54	LDO	Euarchontoglires	PTHR42884
HUMAN|HGNC=8748|UniProtKB=Q16549	RAT|RGD=3275|UniProtKB=Q62849	LDO	Euarchontoglires	PTHR42884
HUMAN|HGNC=8744|UniProtKB=P16519	RAT|RGD=3273|UniProtKB=P28841	LDO	Euarchontoglires	PTHR42884
HUMAN|HGNC=8569|UniProtKB=P29122	RAT|RGD=3246|UniProtKB=Q63415	LDO	Euarchontoglires	PTHR42884
HUMAN|HGNC=8747|UniProtKB=Q92824	RAT|RGD=620326|UniProtKB=P41413	LDO	Euarchontoglires	PTHR42884
HUMAN|HGNC=8746|UniProtKB=Q6UW60	RAT|RGD=620325|UniProtKB=Q78EH2	LDO	Euarchontoglires	PTHR42884
HUMAN|HGNC=8568|UniProtKB=P09958	RAT|RGD=3274|UniProtKB=P23377	LDO	Euarchontoglires	PTHR42884
HUMAN|HGNC=23018|UniProtKB=Q6UE05	RAT|RGD=1561903|UniProtKB=D3ZKV0	LDO	Euarchontoglires	PTHR37369
HUMAN|HGNC=1784|UniProtKB=P38936	RAT|RGD=69328|UniProtKB=Q64315	LDO	Euarchontoglires	PTHR46778
HUMAN|HGNC=1804|UniProtKB=P31358	RAT|RGD=620627|UniProtKB=Q63064	LDO	Euarchontoglires	PTHR15029
HUMAN|HGNC=26142|UniProtKB=Q9H6X4	RAT|RGD=1305824|UniProtKB=D3ZF56	LDO	Euarchontoglires	PTHR13558
HUMAN|HGNC=26217|UniProtKB=Q5U3C3	RAT|RGD=1563286|UniProtKB=D3ZFX1	LDO	Euarchontoglires	PTHR20948
HUMAN|HGNC=5116|UniProtKB=P09067	RAT|RGD=1562292|UniProtKB=D3ZMA1	LDO	Euarchontoglires	PTHR45659
HUMAN|HGNC=5106|UniProtKB=P20719	RAT|RGD=620609|UniProtKB=P52949	O	Euarchontoglires	PTHR45659
HUMAN|HGNC=5106|UniProtKB=P20719	RAT|RGD=9260675|UniProtKB=G3V6T2	LDO	Euarchontoglires	PTHR45659
HUMAN|HGNC=5128|UniProtKB=P09630	RAT|RGD=620626|UniProtKB=G3V841	LDO	Euarchontoglires	PTHR45659
HUMAN|HGNC=5107|UniProtKB=P31267	RAT|RGD=1590236|UniProtKB=G3V6T4	LDO	Euarchontoglires	PTHR45659
HUMAN|HGNC=5127|UniProtKB=Q00444	RAT|RGD=1307584|UniProtKB=D3ZP88	LDO	Euarchontoglires	PTHR45659
HUMAN|HGNC=5118|UniProtKB=P09629	RAT|RGD=1559918|UniProtKB=P18864	LDO	Euarchontoglires	PTHR45659
HUMAN|HGNC=5117|UniProtKB=P17509	RAT|RGD=1562142|UniProtKB=D3ZLU8	LDO	Euarchontoglires	PTHR45659
HUMAN|HGNC=30702|UniProtKB=Q9NP50	RAT|Ensembl=ENSRNOG00000046048|UniProtKB=M0R746	O	Euarchontoglires	PTHR13422
HUMAN|HGNC=30702|UniProtKB=Q9NP50	RAT|RGD=1595037|UniProtKB=M0RC11	LDO	Euarchontoglires	PTHR13422
HUMAN|HGNC=30399|UniProtKB=P59797	RAT|RGD=1562943|UniProtKB=A0A096MJQ2	LDO	Euarchontoglires	PTHR15124
HUMAN|HGNC=10752|UniProtKB=P63302	RAT|RGD=3661|UniProtKB=P63301	LDO	Euarchontoglires	PTHR15124
HUMAN|HGNC=28230|UniProtKB=Q9BRT3	RAT|RGD=1306682|UniProtKB=D3ZSU7	LDO	Euarchontoglires	PTHR15124
HUMAN|HGNC=11451|UniProtKB=O14730	RAT|RGD=1310833|UniProtKB=D3ZND9	LDO	Euarchontoglires	PTHR45723
HUMAN|HGNC=18656|UniProtKB=Q9BRS2	RAT|RGD=1306086|UniProtKB=G3V7T0	LDO	Euarchontoglires	PTHR45723
HUMAN|HGNC=11939|UniProtKB=P41273	RAT|RGD=727974|UniProtKB=Q80WE6	LDO	Euarchontoglires	PTHR15153
HUMAN|HGNC=7436|UniProtKB=P42898	RAT|RGD=1309952|UniProtKB=D4A7E8	LDO	Euarchontoglires	PTHR45754
HUMAN|HGNC=22448|UniProtKB=O60393	RAT|RGD=1563929|UniProtKB=D3ZXL8	LDO	Euarchontoglires	PTHR47060
HUMAN|HGNC=7326|UniProtKB=P20585	RAT|RGD=1563954|UniProtKB=F1LQM8	LDO	Euarchontoglires	PTHR11361
HUMAN|HGNC=7325|UniProtKB=P43246	RAT|RGD=620786|UniProtKB=P54275	LDO	Euarchontoglires	PTHR11361
HUMAN|HGNC=7328|UniProtKB=O43196	RAT|RGD=1303008|UniProtKB=Q6MG62	LDO	Euarchontoglires	PTHR11361
HUMAN|HGNC=7327|UniProtKB=O15457	RAT|RGD=1309190|UniProtKB=F1M9U4	LDO	Euarchontoglires	PTHR11361
HUMAN|HGNC=7329|UniProtKB=P52701	RAT|RGD=2322311|UniProtKB=D4A0U9	LDO	Euarchontoglires	PTHR11361
HUMAN|HGNC=30778|UniProtKB=Q8WXI9	RAT|RGD=1308533|UniProtKB=Q4V8E1	LDO	Euarchontoglires	PTHR13455
HUMAN|HGNC=29989|UniProtKB=Q86YP4	RAT|RGD=1310596|UniProtKB=G3V8R7	LDO	Euarchontoglires	PTHR13455
HUMAN|HGNC=28191|UniProtKB=Q9BSF0	RAT|RGD=1596493|UniProtKB=D3ZBW5	LDO	Euarchontoglires	PTHR36471
HUMAN|HGNC=25579|UniProtKB=Q9NVE4	RAT|RGD=1596153|UniProtKB=B2GV49	LDO	Euarchontoglires	PTHR16078
HUMAN|HGNC=16628|UniProtKB=Q96SL1	RAT|RGD=1310939|UniProtKB=Q66H95	LDO	Euarchontoglires	PTHR10924
HUMAN|HGNC=24682|UniProtKB=Q9Y5Y0	RAT|Ensembl=ENSRNOG00000049633|UniProtKB=M0RB11	LDO	Euarchontoglires	PTHR10924
HUMAN|HGNC=20105|UniProtKB=Q9UPI3	RAT|RGD=735098|UniProtKB=P60815	LDO	Euarchontoglires	PTHR10924
HUMAN|HGNC=26177|UniProtKB=Q6UXD7	RAT|RGD=1304688|UniProtKB=D3ZU10	LDO	Euarchontoglires	PTHR10924
HUMAN|HGNC=29140|UniProtKB=Q9Y6X3	RAT|RGD=1308759|UniProtKB=D3Z8G8	LDO	Euarchontoglires	PTHR21394
HUMAN|HGNC=26309|UniProtKB=Q86VU5	RAT|RGD=1306581|UniProtKB=D3ZM21	LDO	Euarchontoglires	PTHR10509
HUMAN|HGNC=30631|UniProtKB=Q96BN2	RAT|RGD=1306774|UniProtKB=Q5BJQ7	LDO	Euarchontoglires	PTHR21277
HUMAN|HGNC=621|UniProtKB=Q13564	RAT|RGD=619945|UniProtKB=Q9Z1A5	LDO	Euarchontoglires	PTHR10953
HUMAN|HGNC=12471|UniProtKB=P41226	RAT|RGD=1308323|UniProtKB=A0A0G2K735	LDO	Euarchontoglires	PTHR10953
HUMAN|HGNC=12469|UniProtKB=P22314	RAT|RGD=3925|UniProtKB=A0A0G2K8A5	O	Euarchontoglires	PTHR10953
HUMAN|HGNC=12469|UniProtKB=P22314	RAT|RGD=1359327|UniProtKB=Q5U300	LDO	Euarchontoglires	PTHR10953
HUMAN|HGNC=12470|UniProtKB=Q8TBC4	RAT|RGD=621084|UniProtKB=Q99MI7	LDO	Euarchontoglires	PTHR10953
HUMAN|HGNC=30661|UniProtKB=Q9UBT2	RAT|RGD=1312023|UniProtKB=F1LS72	LDO	Euarchontoglires	PTHR10953
HUMAN|HGNC=16935|UniProtKB=O95352	RAT|RGD=1304817|UniProtKB=Q641Y5	LDO	Euarchontoglires	PTHR10953
HUMAN|HGNC=30660|UniProtKB=Q9UBE0	RAT|RGD=1306098|UniProtKB=Q6AXQ0	LDO	Euarchontoglires	PTHR10953
HUMAN|HGNC=23230|UniProtKB=Q9GZZ9	RAT|RGD=1311702|UniProtKB=Q5M7A4	LDO	Euarchontoglires	PTHR10953
HUMAN|HGNC=25581|UniProtKB=A0AVT1	RAT|RGD=1308324|UniProtKB=D4A8H3	LDO	Euarchontoglires	PTHR10953
HUMAN|HGNC=15765|UniProtKB=O95396	RAT|RGD=1307044|UniProtKB=D4A8L5	LDO	Euarchontoglires	PTHR10953
HUMAN|HGNC=25132|UniProtKB=Q96H15	RAT|Ensembl=ENSRNOG00000038894|UniProtKB=D3ZXT7	LDO	Euarchontoglires	PTHR46608
HUMAN|HGNC=25081|UniProtKB=Q8IYS4	RAT|RGD=1359596|UniProtKB=Q5XIK6	LDO	Euarchontoglires	PTHR35977
HUMAN|HGNC=20356|UniProtKB=Q9BXV9	RAT|RGD=2302582|UniProtKB=D3Z9A4	LDO	Euarchontoglires	PTHR37363
HUMAN|HGNC=18304|UniProtKB=Q14019	RAT|RGD=1305498|UniProtKB=B0BNA5	LDO	Euarchontoglires	PTHR10829
HUMAN|HGNC=25178|UniProtKB=Q96CP2	RAT|RGD=11436072|UniProtKB=D4AB36	LDO	Euarchontoglires	PTHR31665
HUMAN|HGNC=25404|UniProtKB=Q4VC44	RAT|RGD=1309385|UniProtKB=F7FDF2	LDO	Euarchontoglires	PTHR31665
HUMAN|HGNC=25153|UniProtKB=Q96EY5	RAT|RGD=735220|UniProtKB=Q6P777	LDO	Euarchontoglires	PTHR31612
HUMAN|HGNC=26255|UniProtKB=Q5BVD1	RAT|RGD=1591333|UniProtKB=F1LVG2	LDO	Euarchontoglires	PTHR14636
HUMAN|HGNC=11001|UniProtKB=O00337	RAT|RGD=621223|UniProtKB=Q62674	LDO	Euarchontoglires	PTHR10590
HUMAN|HGNC=11002|UniProtKB=O43868	RAT|RGD=61840|UniProtKB=Q62773	LDO	Euarchontoglires	PTHR10590
HUMAN|HGNC=16484|UniProtKB=Q9HAS3	RAT|RGD=621224|UniProtKB=Q8VIH3	LDO	Euarchontoglires	PTHR10590
HUMAN|HGNC=28467|UniProtKB=Q9BTP7	RAT|RGD=1564719|UniProtKB=D3ZE71	LDO	Euarchontoglires	PTHR31786
HUMAN|HGNC=25604|UniProtKB=Q8WVR3	RAT|RGD=1305455|UniProtKB=A0A0G2KAX2	LDO	Euarchontoglires	PTHR16096
HUMAN|HGNC=23536|UniProtKB=Q9UQQ1	RAT|RGD=620987|UniProtKB=O54697	LDO	Euarchontoglires	PTHR10404
HUMAN|HGNC=14526|UniProtKB=Q9Y3Q0	RAT|RGD=1305872|UniProtKB=D4A2Y7	LDO	Euarchontoglires	PTHR10404
HUMAN|HGNC=3788|UniProtKB=Q04609	RAT|RGD=70963|UniProtKB=P70627	LDO	Euarchontoglires	PTHR10404
HUMAN|HGNC=11762|UniProtKB=Q9UP52	RAT|RGD=1310152|UniProtKB=B2GUY2	LDO	Euarchontoglires	PTHR10404
HUMAN|HGNC=11763|UniProtKB=P02786	RAT|RGD=70488|UniProtKB=Q99376	LDO	Euarchontoglires	PTHR10404
HUMAN|HGNC=14837|UniProtKB=Q8NGV0	RAT|RGD=1334152|UniProtKB=D4A2R4	O	Euarchontoglires	PTHR26453
HUMAN|HGNC=14837|UniProtKB=Q8NGV0	RAT|RGD=735025|UniProtKB=F1MAI1	O	Euarchontoglires	PTHR26453
HUMAN|HGNC=14837|UniProtKB=Q8NGV0	RAT|RGD=1333419|UniProtKB=D3ZQ42	O	Euarchontoglires	PTHR26453
HUMAN|HGNC=14837|UniProtKB=Q8NGV0	RAT|RGD=1334139|UniProtKB=D3ZZZ6	O	Euarchontoglires	PTHR26453
HUMAN|HGNC=14837|UniProtKB=Q8NGV0	RAT|RGD=1332722|UniProtKB=D3ZEG6	O	Euarchontoglires	PTHR26453
HUMAN|HGNC=14837|UniProtKB=Q8NGV0	RAT|RGD=1332792|UniProtKB=D3ZGZ8	O	Euarchontoglires	PTHR26453
HUMAN|HGNC=14837|UniProtKB=Q8NGV0	RAT|RGD=1332806|UniProtKB=D4A8E9	O	Euarchontoglires	PTHR26453
HUMAN|HGNC=14837|UniProtKB=Q8NGV0	RAT|RGD=1333927|UniProtKB=D3ZLX8	O	Euarchontoglires	PTHR26453
HUMAN|HGNC=14837|UniProtKB=Q8NGV0	RAT|RGD=1333858|UniProtKB=D3ZEW2	O	Euarchontoglires	PTHR26453
HUMAN|HGNC=14837|UniProtKB=Q8NGV0	RAT|RGD=1333440|UniProtKB=D4A5P2	O	Euarchontoglires	PTHR26453
HUMAN|HGNC=14837|UniProtKB=Q8NGV0	RAT|RGD=1333571|UniProtKB=D3ZYN1	LDO	Euarchontoglires	PTHR26453
HUMAN|HGNC=14837|UniProtKB=Q8NGV0	RAT|RGD=1333100|UniProtKB=D4A130	O	Euarchontoglires	PTHR26453
HUMAN|HGNC=14837|UniProtKB=Q8NGV0	RAT|RGD=1333402|UniProtKB=D3ZC06	O	Euarchontoglires	PTHR26453
HUMAN|HGNC=15021|UniProtKB=Q7Z3T1	RAT|RGD=1332706|UniProtKB=D3ZAR4	LDO	Euarchontoglires	PTHR26453
