Category,Prop._SNPs,Prop._h2,Prop._h2_std_error,Enrichment,Enrichment_std_error,Enrichment_p,cluster,gwas
Cluster_ADRNL-sex_homogeneous_changingL2_0,0.035065496491538,0.0529103253769813,0.00805174008622662,1.50889993500448,0.229620022296552,0.0226028811732368,ADRNL-sex_homogeneous_changing,imputed_Astle_et_al_2016_Eosinophil_counts
Cluster_COLON-sex_homogeneous_changingL2_0,0.0318228384782221,0.0745347136457683,0.0135479644084344,2.34217678906223,0.42573086048581,0.00236198078591372,COLON-sex_homogeneous_changing,imputed_Astle_et_al_2016_Eosinophil_counts
Cluster_SPLEEN-sex_homogeneous_changingL2_0,0.0288891807784359,0.0941659960418198,0.0120758940379844,3.25955923651907,0.418007493206536,1.64374866737786e-07,SPLEEN-sex_homogeneous_changing,imputed_Astle_et_al_2016_Eosinophil_counts
Cluster_BAT-sex_homogeneous_changingL2_0,0.0412790532847723,0.0851916382756415,0.0117826531463307,2.06379825835464,0.285439035266763,0.000628554555645357,BAT-sex_homogeneous_changing,imputed_Astle_et_al_2016_Eosinophil_counts
Cluster_WAT-SC-sex_homogeneous_changingL2_0,0.0103993199980071,0.0193409849772712,0.00323772489498294,1.85983169870508,0.311340058350297,0.00525894582192819,WAT-SC-sex_homogeneous_changing,imputed_Astle_et_al_2016_Eosinophil_counts
Cluster_LUNG-sex_homogeneous_changingL2_0,0.0200962598045112,0.0632946267265937,0.0124377580062324,3.14957247479381,0.618909096877837,0.000556801320967345,LUNG-sex_homogeneous_changing,imputed_Astle_et_al_2016_Eosinophil_counts
Cluster_SMLINT-sex_homogeneous_changingL2_0,0.00483681109663406,0.0148516901075839,0.00484573880349828,3.07055409253406,1.00184578365494,0.0360809169746638,SMLINT-sex_homogeneous_changing,imputed_Astle_et_al_2016_Eosinophil_counts
Cluster_LIVER-sex_homogeneous_changingL2_0,0.00698538656660559,0.0206989367838949,0.00678768826748893,2.96317699622358,0.971698302272666,0.0503156958676185,LIVER-sex_homogeneous_changing,imputed_Astle_et_al_2016_Eosinophil_counts
Cluster_BLOOD-sex_homogeneous_changingL2_0,0.0430085827269496,0.104776341557104,0.0126144582497722,2.43617285001699,0.29330095180904,8.6834639212667e-07,BLOOD-sex_homogeneous_changing,imputed_Astle_et_al_2016_Granulocyte_count
Cluster_HIPPOC-sex_homogeneous_changingL2_0,0.00189510127141383,0.00606948901410873,0.00212354540919963,3.20272541930206,1.12054455412579,0.0489384229996896,HIPPOC-sex_homogeneous_changing,imputed_Astle_et_al_2016_Granulocyte_count
Cluster_CORTEX-sex_homogeneous_changingL2_0,0.00148528163734603,0.00221246939748718,0.00130341019799589,1.48959587317092,0.877550873331259,0.576918192600801,CORTEX-sex_homogeneous_changing,imputed_Astle_et_al_2016_Granulocyte_count
Cluster_SKM-GN-sex_homogeneous_changingL2_0,0.0239552409187542,0.0381321438056086,0.00728962289750974,1.59180798619126,0.304301798601524,0.0511958573579612,SKM-GN-sex_homogeneous_changing,imputed_Astle_et_al_2016_Granulocyte_count
Cluster_SKM-VL-sex_homogeneous_changingL2_0,0.0377894634248139,0.0605810832708624,0.00919381344830852,1.60312102317607,0.24329039406978,0.0136492280540895,SKM-VL-sex_homogeneous_changing,imputed_Astle_et_al_2016_Granulocyte_count
Cluster_HEART-sex_homogeneous_changingL2_0,0.0355732836517194,0.0571103570580579,0.00729073488872577,1.6054283213548,0.204949730255598,0.00303760451164633,HEART-sex_homogeneous_changing,imputed_Astle_et_al_2016_Granulocyte_count
Cluster_KIDNEY-sex_homogeneous_changingL2_0,0.00995594984129764,0.0230558621640133,0.00484557025326529,2.31578729619315,0.486700950738591,0.00748873314058774,KIDNEY-sex_homogeneous_changing,imputed_Astle_et_al_2016_Granulocyte_count
Cluster_ADRNL-sex_homogeneous_changingL2_0,0.035065496491538,0.0605278224479741,0.00879964449677015,1.72613618810675,0.250948806582382,0.00468942888897073,ADRNL-sex_homogeneous_changing,imputed_Astle_et_al_2016_Granulocyte_count
Cluster_COLON-sex_homogeneous_changingL2_0,0.0318228384782221,0.070135340861163,0.0111013821819251,2.20393101982905,0.34884952797414,0.000559662702169302,COLON-sex_homogeneous_changing,imputed_Astle_et_al_2016_Granulocyte_count
Cluster_SPLEEN-sex_homogeneous_changingL2_0,0.0288891807784359,0.0909060698159579,0.0132433441769512,3.14671677653851,0.4584188204754,1.15544670103993e-05,SPLEEN-sex_homogeneous_changing,imputed_Astle_et_al_2016_Granulocyte_count
Cluster_BAT-sex_homogeneous_changingL2_0,0.0412790532847723,0.103888218423953,0.0120733041419623,2.51672967660517,0.292480160789348,1.97392561160852e-07,BAT-sex_homogeneous_changing,imputed_Astle_et_al_2016_Granulocyte_count
Cluster_WAT-SC-sex_homogeneous_changingL2_0,0.0103993199980071,0.0145722884891894,0.00442819429867953,1.40127320747722,0.425815755215547,0.345653122152418,WAT-SC-sex_homogeneous_changing,imputed_Astle_et_al_2016_Granulocyte_count
Cluster_LUNG-sex_homogeneous_changingL2_0,0.0200962598045112,0.0496420265462102,0.00968675584183218,2.4702122200404,0.482017844915486,0.00198715739494314,LUNG-sex_homogeneous_changing,imputed_Astle_et_al_2016_Granulocyte_count
Cluster_SMLINT-sex_homogeneous_changingL2_0,0.00483681109663406,0.0111033718619453,0.00454640892446104,2.29559758281074,0.939959992984818,0.167932081570884,SMLINT-sex_homogeneous_changing,imputed_Astle_et_al_2016_Granulocyte_count
Cluster_LIVER-sex_homogeneous_changingL2_0,0.00698538656660559,0.0079380384290883,0.00281364207344363,1.13637783011709,0.402789744936172,0.734039682807272,LIVER-sex_homogeneous_changing,imputed_Astle_et_al_2016_Granulocyte_count
Cluster_BLOOD-sex_homogeneous_changingL2_0,0.0430085827269496,0.214841305066518,0.0245176361928637,4.99531236428995,0.570063802114101,6.10269289728012e-10,BLOOD-sex_homogeneous_changing,imputed_Astle_et_al_2016_High_light_scatter_reticulocyte_count
Cluster_HIPPOC-sex_homogeneous_changingL2_0,0.00189510127141383,0.0113358180222495,0.0066742092135268,5.98164234980037,3.52182192804268,0.158143455238702,HIPPOC-sex_homogeneous_changing,imputed_Astle_et_al_2016_High_light_scatter_reticulocyte_count
Cluster_CORTEX-sex_homogeneous_changingL2_0,0.00148528163734603,0.00643193922248023,0.00515221494395776,4.33045091298182,3.46884712933231,0.336874731918387,CORTEX-sex_homogeneous_changing,imputed_Astle_et_al_2016_High_light_scatter_reticulocyte_count
Cluster_SKM-GN-sex_homogeneous_changingL2_0,0.0239552409187542,0.043180705572008,0.00949646720250054,1.8025577667308,0.396425451729266,0.044719782550555,SKM-GN-sex_homogeneous_changing,imputed_Astle_et_al_2016_High_light_scatter_reticulocyte_count
Cluster_SKM-VL-sex_homogeneous_changingL2_0,0.0377894634248139,0.0965814052652093,0.0136080206851383,2.55577604210677,0.360100923692999,3.12862057197073e-05,SKM-VL-sex_homogeneous_changing,imputed_Astle_et_al_2016_High_light_scatter_reticulocyte_count
Cluster_HEART-sex_homogeneous_changingL2_0,0.0355732836517194,0.0831789082828539,0.0121853132706409,2.33824094219746,0.342541143796038,0.000181417682535073,HEART-sex_homogeneous_changing,imputed_Astle_et_al_2016_High_light_scatter_reticulocyte_count
Cluster_KIDNEY-sex_homogeneous_changingL2_0,0.00995594984129764,0.0250242957089539,0.00896196358888126,2.51350158526836,0.900161584955632,0.0972641226869774,KIDNEY-sex_homogeneous_changing,imputed_Astle_et_al_2016_High_light_scatter_reticulocyte_count
Cluster_ADRNL-sex_homogeneous_changingL2_0,0.035065496491538,0.105345042589962,0.0179955822721176,3.00423644694104,0.513199129419437,0.000145305492086881,ADRNL-sex_homogeneous_changing,imputed_Astle_et_al_2016_High_light_scatter_reticulocyte_count
Cluster_COLON-sex_homogeneous_changingL2_0,0.0318228384782221,0.111003394986044,0.0162600838538577,3.48816762722185,0.510956427252248,2.34415836125758e-06,COLON-sex_homogeneous_changing,imputed_Astle_et_al_2016_High_light_scatter_reticulocyte_count
Cluster_SPLEEN-sex_homogeneous_changingL2_0,0.0288891807784359,0.0661449819611058,0.0111960326267193,2.28961085703334,0.387551059775169,0.000877284297355645,SPLEEN-sex_homogeneous_changing,imputed_Astle_et_al_2016_High_light_scatter_reticulocyte_count
Cluster_BAT-sex_homogeneous_changingL2_0,0.0412790532847723,0.104625960588492,0.0147755217804577,2.53460174744579,0.357942360705939,4.82564723301016e-05,BAT-sex_homogeneous_changing,imputed_Astle_et_al_2016_High_light_scatter_reticulocyte_count
Cluster_WAT-SC-sex_homogeneous_changingL2_0,0.0103993199980071,0.0169920104101345,0.00350768169430794,1.63395399058696,0.337299140230337,0.0629821034495464,WAT-SC-sex_homogeneous_changing,imputed_Astle_et_al_2016_High_light_scatter_reticulocyte_count
Cluster_LUNG-sex_homogeneous_changingL2_0,0.0200962598045112,0.0369310450603745,0.00627312572528712,1.83770738533567,0.312153892630256,0.00600314078556558,LUNG-sex_homogeneous_changing,imputed_Astle_et_al_2016_High_light_scatter_reticulocyte_count
Cluster_SMLINT-sex_homogeneous_changingL2_0,0.00483681109663406,0.00486580999930041,0.00271336532755148,1.00599545900946,0.560982282198226,0.991459635156956,SMLINT-sex_homogeneous_changing,imputed_Astle_et_al_2016_High_light_scatter_reticulocyte_count
Cluster_LIVER-sex_homogeneous_changingL2_0,0.00698538656660559,0.00950269269030139,0.00298023301417274,1.36036747568561,0.426638237663191,0.391809329674305,LIVER-sex_homogeneous_changing,imputed_Astle_et_al_2016_High_light_scatter_reticulocyte_count
Cluster_BLOOD-sex_homogeneous_changingL2_0,0.0430085827269496,0.105157782787365,0.0127538555735466,2.44504180607356,0.29654210310806,3.34728874981124e-06,BLOOD-sex_homogeneous_changing,imputed_Astle_et_al_2016_Lymphocyte_counts
Cluster_HIPPOC-sex_homogeneous_changingL2_0,0.00189510127141383,0.00398762952885023,0.00205068002218096,2.10417753868915,1.0820952173448,0.307752778485488,HIPPOC-sex_homogeneous_changing,imputed_Astle_et_al_2016_Lymphocyte_counts
Cluster_CORTEX-sex_homogeneous_changingL2_0,0.00148528163734603,0.00163591650979186,0.00112502260859632,1.10141839006035,0.757447328714412,0.892894045392402,CORTEX-sex_homogeneous_changing,imputed_Astle_et_al_2016_Lymphocyte_counts
Cluster_SKM-GN-sex_homogeneous_changingL2_0,0.0239552409187542,0.040821034000927,0.00592277806136627,1.70405441295182,0.247243518921549,0.00358242928328217,SKM-GN-sex_homogeneous_changing,imputed_Astle_et_al_2016_Lymphocyte_counts
Cluster_SKM-VL-sex_homogeneous_changingL2_0,0.0377894634248139,0.0760866912552878,0.00904745835835305,2.01343666619322,0.239417486738173,4.38517376010695e-05,SKM-VL-sex_homogeneous_changing,imputed_Astle_et_al_2016_Lymphocyte_counts
Cluster_HEART-sex_homogeneous_changingL2_0,0.0355732836517194,0.0585446079196949,0.0078238952036642,1.64574652407342,0.219937391224946,0.00374337713563847,HEART-sex_homogeneous_changing,imputed_Astle_et_al_2016_Lymphocyte_counts
Cluster_KIDNEY-sex_homogeneous_changingL2_0,0.00995594984129764,0.00921402075064379,0.00225990690867657,0.925478823971541,0.226990588010236,0.743563492422147,KIDNEY-sex_homogeneous_changing,imputed_Astle_et_al_2016_Lymphocyte_counts
Cluster_ADRNL-sex_homogeneous_changingL2_0,0.035065496491538,0.0638658295711504,0.00916082576108309,1.82132968191574,0.26124899624033,0.00144466620273732,ADRNL-sex_homogeneous_changing,imputed_Astle_et_al_2016_Lymphocyte_counts
Cluster_COLON-sex_homogeneous_changingL2_0,0.0318228384782221,0.0762246803699171,0.00905241212447487,2.39528225686346,0.284462749313512,4.71561140462298e-06,COLON-sex_homogeneous_changing,imputed_Astle_et_al_2016_Lymphocyte_counts
Cluster_SPLEEN-sex_homogeneous_changingL2_0,0.0288891807784359,0.076552404136409,0.0103326609895476,2.64986413853421,0.357665420449041,5.71381367650596e-06,SPLEEN-sex_homogeneous_changing,imputed_Astle_et_al_2016_Lymphocyte_counts
Cluster_BAT-sex_homogeneous_changingL2_0,0.0412790532847723,0.0791921844931541,0.0113784678775294,1.91845931995654,0.275647500901549,0.000961039555775135,BAT-sex_homogeneous_changing,imputed_Astle_et_al_2016_Lymphocyte_counts
Cluster_WAT-SC-sex_homogeneous_changingL2_0,0.0103993199980071,0.0140713562836941,0.00266291585847903,1.35310349968947,0.256066344625355,0.165295357540102,WAT-SC-sex_homogeneous_changing,imputed_Astle_et_al_2016_Lymphocyte_counts
Cluster_LUNG-sex_homogeneous_changingL2_0,0.0200962598045112,0.0399485406747919,0.00654460312528398,1.98785948546626,0.325662744657335,0.00314123957094332,LUNG-sex_homogeneous_changing,imputed_Astle_et_al_2016_Lymphocyte_counts
Cluster_SMLINT-sex_homogeneous_changingL2_0,0.00483681109663406,0.00853895922379595,0.00312874502115689,1.76541093981078,0.646861115443228,0.233402930953566,SMLINT-sex_homogeneous_changing,imputed_Astle_et_al_2016_Lymphocyte_counts
Cluster_LIVER-sex_homogeneous_changingL2_0,0.00698538656660559,0.00916868292115185,0.00300873330751983,1.31255197314115,0.430718225660325,0.465868839482372,LIVER-sex_homogeneous_changing,imputed_Astle_et_al_2016_Lymphocyte_counts
Cluster_BLOOD-sex_homogeneous_changingL2_0,0.0430085827269496,0.100093746729062,0.0126804309109772,2.32729702730572,0.29483489357187,4.33690214457557e-06,BLOOD-sex_homogeneous_changing,imputed_Astle_et_al_2016_Monocyte_count
Cluster_HIPPOC-sex_homogeneous_changingL2_0,0.00189510127141383,0.00280035330967257,0.00190822060361343,1.47768003320655,1.00692276048647,0.634142094174102,HIPPOC-sex_homogeneous_changing,imputed_Astle_et_al_2016_Monocyte_count
Cluster_CORTEX-sex_homogeneous_changingL2_0,0.00148528163734603,0.00172027365410036,0.00108420246086588,1.15821377632745,0.729964226046173,0.828356457746527,CORTEX-sex_homogeneous_changing,imputed_Astle_et_al_2016_Monocyte_count
Cluster_SKM-GN-sex_homogeneous_changingL2_0,0.0239552409187542,0.0656286533256272,0.0126245025773642,2.73963653916949,0.527003782603608,0.00173326922852753,SKM-GN-sex_homogeneous_changing,imputed_Astle_et_al_2016_Monocyte_count
Cluster_SKM-VL-sex_homogeneous_changingL2_0,0.0377894634248139,0.092551682117865,0.0135320461202315,2.4491398853018,0.358090454159397,0.000144705323730452,SKM-VL-sex_homogeneous_changing,imputed_Astle_et_al_2016_Monocyte_count
Cluster_HEART-sex_homogeneous_changingL2_0,0.0355732836517194,0.0777887355286828,0.0115798560852476,2.18671788329338,0.325521146673452,0.000605879648129207,HEART-sex_homogeneous_changing,imputed_Astle_et_al_2016_Monocyte_count
Cluster_KIDNEY-sex_homogeneous_changingL2_0,0.00995594984129764,0.0137986400188433,0.00293257142575294,1.38596921828654,0.294554660529578,0.183595155615121,KIDNEY-sex_homogeneous_changing,imputed_Astle_et_al_2016_Monocyte_count
Cluster_ADRNL-sex_homogeneous_changingL2_0,0.035065496491538,0.0761960938426681,0.0128169002333571,2.17296492183009,0.365513154403789,0.00245813657295448,ADRNL-sex_homogeneous_changing,imputed_Astle_et_al_2016_Monocyte_count
Cluster_COLON-sex_homogeneous_changingL2_0,0.0318228384782221,0.0755191806364994,0.0107225692653502,2.37311265266864,0.336945721315469,3.38527162208587e-05,COLON-sex_homogeneous_changing,imputed_Astle_et_al_2016_Monocyte_count
Cluster_SPLEEN-sex_homogeneous_changingL2_0,0.0288891807784359,0.0611397873638389,0.00994952148980553,2.11635587151977,0.344403033305544,0.00119985134940498,SPLEEN-sex_homogeneous_changing,imputed_Astle_et_al_2016_Monocyte_count
Cluster_BAT-sex_homogeneous_changingL2_0,0.0412790532847723,0.0862148610701665,0.0129039627495666,2.08858620073951,0.312603166079072,0.000663923674920833,BAT-sex_homogeneous_changing,imputed_Astle_et_al_2016_Monocyte_count
Cluster_WAT-SC-sex_homogeneous_changingL2_0,0.0103993199980071,0.0154975412018989,0.00445278895551101,1.49024563191332,0.428180780701463,0.255025866337433,WAT-SC-sex_homogeneous_changing,imputed_Astle_et_al_2016_Monocyte_count
Cluster_LUNG-sex_homogeneous_changingL2_0,0.0200962598045112,0.0494608029682843,0.011017030366427,2.4611944436139,0.548212974632918,0.00749259311286878,LUNG-sex_homogeneous_changing,imputed_Astle_et_al_2016_Monocyte_count
Cluster_SMLINT-sex_homogeneous_changingL2_0,0.00483681109663406,0.027190220679564,0.0141211737496953,5.62151800769843,2.91952145071827,0.111088700330631,SMLINT-sex_homogeneous_changing,imputed_Astle_et_al_2016_Monocyte_count
Cluster_LIVER-sex_homogeneous_changingL2_0,0.00698538656660559,0.018537180673716,0.00727016766202605,2.65370863830715,1.04076812252337,0.112880261669171,LIVER-sex_homogeneous_changing,imputed_Astle_et_al_2016_Monocyte_count
Cluster_BLOOD-sex_homogeneous_changingL2_0,0.0430085827269496,0.101679765470013,0.01233594876141,2.36417382352614,0.286825279496602,2.23414424154419e-06,BLOOD-sex_homogeneous_changing,imputed_Astle_et_al_2016_Myeloid_white_cell_count
Cluster_HIPPOC-sex_homogeneous_changingL2_0,0.00189510127141383,0.00603981366901688,0.0022017882007096,3.18706644342595,1.16183141973567,0.0596474618250758,HIPPOC-sex_homogeneous_changing,imputed_Astle_et_al_2016_Myeloid_white_cell_count
Cluster_CORTEX-sex_homogeneous_changingL2_0,0.00148528163734603,0.00215383157404235,0.0013298515698246,1.45011661080717,0.895353134642426,0.615340381654639,CORTEX-sex_homogeneous_changing,imputed_Astle_et_al_2016_Myeloid_white_cell_count
Cluster_SKM-GN-sex_homogeneous_changingL2_0,0.0239552409187542,0.0381580315488217,0.00710779806897385,1.59288865756922,0.296711608665528,0.0456125438155514,SKM-GN-sex_homogeneous_changing,imputed_Astle_et_al_2016_Myeloid_white_cell_count
Cluster_SKM-VL-sex_homogeneous_changingL2_0,0.0377894634248139,0.0614214631153203,0.00939129182795376,1.62535949306411,0.248516146481908,0.0126748233457141,SKM-VL-sex_homogeneous_changing,imputed_Astle_et_al_2016_Myeloid_white_cell_count
Cluster_HEART-sex_homogeneous_changingL2_0,0.0355732836517194,0.0591041874644581,0.00740452644212107,1.66147685558405,0.208148522768243,0.00151056303854498,HEART-sex_homogeneous_changing,imputed_Astle_et_al_2016_Myeloid_white_cell_count
Cluster_KIDNEY-sex_homogeneous_changingL2_0,0.00995594984129764,0.0211065695315149,0.00433595415524198,2.11999556727014,0.435513860993583,0.0110916844595577,KIDNEY-sex_homogeneous_changing,imputed_Astle_et_al_2016_Myeloid_white_cell_count
Cluster_ADRNL-sex_homogeneous_changingL2_0,0.035065496491538,0.0620798967177388,0.00897491724780765,1.77039833822744,0.255947245748352,0.00341709807092234,ADRNL-sex_homogeneous_changing,imputed_Astle_et_al_2016_Myeloid_white_cell_count
Cluster_COLON-sex_homogeneous_changingL2_0,0.0318228384782221,0.0697142451464568,0.0107853487170074,2.19069851968628,0.33891850107552,0.000485274853593977,COLON-sex_homogeneous_changing,imputed_Astle_et_al_2016_Myeloid_white_cell_count
Cluster_SPLEEN-sex_homogeneous_changingL2_0,0.0288891807784359,0.0857047769609212,0.0126164165810994,2.96667384299436,0.436717699884272,2.03195621026311e-05,SPLEEN-sex_homogeneous_changing,imputed_Astle_et_al_2016_Myeloid_white_cell_count
Cluster_BAT-sex_homogeneous_changingL2_0,0.0412790532847723,0.0991052607843247,0.0112539646180056,2.4008607973789,0.272631364396072,3.03675178264816e-07,BAT-sex_homogeneous_changing,imputed_Astle_et_al_2016_Myeloid_white_cell_count
Cluster_WAT-SC-sex_homogeneous_changingL2_0,0.0103993199980071,0.013200377524863,0.00408670996993198,1.26935006590745,0.392978576552616,0.492614898468907,WAT-SC-sex_homogeneous_changing,imputed_Astle_et_al_2016_Myeloid_white_cell_count
Cluster_LUNG-sex_homogeneous_changingL2_0,0.0200962598045112,0.050056413542825,0.00933226236601381,2.49083232550509,0.464378071183123,0.00115914455745729,LUNG-sex_homogeneous_changing,imputed_Astle_et_al_2016_Myeloid_white_cell_count
Cluster_SMLINT-sex_homogeneous_changingL2_0,0.00483681109663406,0.013343985346817,0.00571966456248757,2.75883946679312,1.18252800206894,0.136869171553183,SMLINT-sex_homogeneous_changing,imputed_Astle_et_al_2016_Myeloid_white_cell_count
Cluster_LIVER-sex_homogeneous_changingL2_0,0.00698538656660559,0.00908650659514086,0.00309248342527732,1.30078793900683,0.442707557526062,0.496878416020881,LIVER-sex_homogeneous_changing,imputed_Astle_et_al_2016_Myeloid_white_cell_count
Cluster_BLOOD-sex_homogeneous_changingL2_0,0.0430085827269496,0.104728210550145,0.0125989426111392,2.43505374764469,0.292940195010066,1.06217877015848e-06,BLOOD-sex_homogeneous_changing,imputed_Astle_et_al_2016_Neutrophil_count
Cluster_HIPPOC-sex_homogeneous_changingL2_0,0.00189510127141383,0.00620745836778002,0.00213678278551066,3.27552857539322,1.12752960369053,0.0429392361466465,HIPPOC-sex_homogeneous_changing,imputed_Astle_et_al_2016_Neutrophil_count
Cluster_CORTEX-sex_homogeneous_changingL2_0,0.00148528163734603,0.00218797867981955,0.00125461410722549,1.47310693460746,0.84469778369259,0.575383527028379,CORTEX-sex_homogeneous_changing,imputed_Astle_et_al_2016_Neutrophil_count
Cluster_SKM-GN-sex_homogeneous_changingL2_0,0.0239552409187542,0.0390530632316672,0.00781566181539491,1.6302513242976,0.326261039991301,0.0527569351595509,SKM-GN-sex_homogeneous_changing,imputed_Astle_et_al_2016_Neutrophil_count
Cluster_SKM-VL-sex_homogeneous_changingL2_0,0.0377894634248139,0.0603089105046783,0.00945870703299591,1.59591867782588,0.250300114787684,0.0179197495532943,SKM-VL-sex_homogeneous_changing,imputed_Astle_et_al_2016_Neutrophil_count
Cluster_HEART-sex_homogeneous_changingL2_0,0.0355732836517194,0.0567784657990041,0.00752363885712527,1.59609853155234,0.21149688993531,0.00480764778147423,HEART-sex_homogeneous_changing,imputed_Astle_et_al_2016_Neutrophil_count
Cluster_KIDNEY-sex_homogeneous_changingL2_0,0.00995594984129764,0.023009914853735,0.00480739593876535,2.31117223575083,0.482866629040667,0.00734505601585108,KIDNEY-sex_homogeneous_changing,imputed_Astle_et_al_2016_Neutrophil_count
Cluster_ADRNL-sex_homogeneous_changingL2_0,0.035065496491538,0.0586074089949338,0.00872519716779516,1.67136971835197,0.248825713045322,0.00820724785399414,ADRNL-sex_homogeneous_changing,imputed_Astle_et_al_2016_Neutrophil_count
Cluster_COLON-sex_homogeneous_changingL2_0,0.0318228384782221,0.0728665546494786,0.0118571134859395,2.28975660670071,0.372597607660106,0.000570197869622561,COLON-sex_homogeneous_changing,imputed_Astle_et_al_2016_Neutrophil_count
