Category,Prop._SNPs,Prop._h2,Prop._h2_std_error,Enrichment,Enrichment_std_error,Enrichment_p,Coefficient,Coefficient_std_error,Coefficient_z-score,cluster,gwas,logPVal_enrichment
BAT-sex_homogeneous_changing,0.0412790532847723,0.0748106198332462,0.0174113970121619,1.81231433088228,0.421797391816274,0.0512125463039607,-6.89444103868903e-10,1.51250226140625e-08,-0.0455830130943337,BAT-sex_homogeneous_changing,ADIPOGen_Adiponectin,-1.29062363037011
WAT-SC-sex_homogeneous_changing,0.0103993199980071,0.0172155469584228,0.0133085888839754,1.65544929492716,1.27975568465302,0.607910039135249,6.77390971570908e-09,4.24768398671633e-08,0.159473014868643,WAT-SC-sex_homogeneous_changing,ADIPOGen_Adiponectin,-0.216160684539492
LUNG-sex_homogeneous_changing,0.0200962598045112,0.0356451880193072,0.0138963406354078,1.77372249194876,0.691488902441857,0.264221637257881,9.27454254694851e-09,2.2375780883236e-08,0.414490229205677,LUNG-sex_homogeneous_changing,ADIPOGen_Adiponectin,-0.578031620646812
SMLINT-sex_homogeneous_changing,0.00483681109663406,0.00601307756119571,0.00525225008481421,1.2431904908133,1.08589109226723,0.822843223957267,-1.52994205472327e-08,3.61203731136126e-08,-0.423567622048368,SMLINT-sex_homogeneous_changing,ADIPOGen_Adiponectin,-0.0846829028875304
LIVER-sex_homogeneous_changing,0.00698538656660559,0.00179249219988441,0.00481137215701942,0.256606013538839,0.688776792972448,0.279302287898918,-3.79409520189363e-08,2.32646407689829e-08,-1.63084194575316,LIVER-sex_homogeneous_changing,ADIPOGen_Adiponectin,-0.553925506770153
BLOOD-sex_homogeneous_changing,0.0430085827269496,0.129983474963003,0.0165193358927368,3.02226827115496,0.38409393765923,8.38247609214476e-07,2.69133723882623e-08,1.28361699227329e-08,2.09668246449423,BLOOD-sex_homogeneous_changing,Astle_et_al_2016_Eosinophil_counts,-6.07662767655878
HIPPOC-sex_homogeneous_changing,0.00189510127141383,0.00807137023366341,0.00362158130359325,4.25907066572849,1.91102257078398,0.0853697702589277,7.14308937698695e-08,5.73824008646793e-08,1.24482232694167,HIPPOC-sex_homogeneous_changing,Astle_et_al_2016_Eosinophil_counts,-1.06869588731927
CORTEX-sex_homogeneous_changing,0.00148528163734603,0.00139632553392823,0.000867435490695815,0.940108258810266,0.584020881215357,0.918293056632078,-5.37190678759838e-09,1.78123511741719e-08,-0.30158325170389,CORTEX-sex_homogeneous_changing,Astle_et_al_2016_Eosinophil_counts,-0.0370186994440555
SKM-GN-sex_homogeneous_changing,0.0239552409187542,0.0392897346643935,0.0078021718163145,1.64013105932214,0.325697906473831,0.0444609547983542,-9.52990937206519e-09,1.03557889149747e-08,-0.920249480779269,SKM-GN-sex_homogeneous_changing,Astle_et_al_2016_Eosinophil_counts,-1.35202121506924
SKM-VL-sex_homogeneous_changing,0.0377894634248139,0.0717052352719974,0.0111541740651483,1.89749281343098,0.295166246203539,0.0023089417851761,-1.8250975837029e-10,9.3781071894401e-09,-0.019461257446044,SKM-VL-sex_homogeneous_changing,Astle_et_al_2016_Eosinophil_counts,-2.63658701671275
HEART-sex_homogeneous_changing,0.0355732836517194,0.0679726466293294,0.010323980453616,1.91077796738744,0.290217247153596,0.00269547588149411,3.4376816804734e-09,9.48746252328553e-09,0.362339421319044,HEART-sex_homogeneous_changing,Astle_et_al_2016_Eosinophil_counts,-2.56936454978633
KIDNEY-sex_homogeneous_changing,0.00995594984129764,0.0124218821924128,0.00371329606068203,1.24768428833243,0.372972556096973,0.502346566838633,-2.40384127020275e-08,1.1584855568358e-08,-2.07498596423457,KIDNEY-sex_homogeneous_changing,Astle_et_al_2016_Eosinophil_counts,-0.298996561470805
ADRNL-sex_homogeneous_changing,0.035065496491538,0.052910325376982,0.00788022556647268,1.5088999350045,0.224728760603014,0.0206695143747823,-1.07900140590132e-08,7.28546492583631e-09,-1.48103301146215,ADRNL-sex_homogeneous_changing,Astle_et_al_2016_Eosinophil_counts,-1.68466972689617
COLON-sex_homogeneous_changing,0.0318228384782221,0.0745347136457699,0.0133365116391258,2.34217678906228,0.419086174486056,0.00217264571435682,9.15497327193622e-09,1.3725514753458e-08,0.667004002136218,COLON-sex_homogeneous_changing,Astle_et_al_2016_Eosinophil_counts,-2.66301108676931
SPLEEN-sex_homogeneous_changing,0.0288891807784359,0.0941659960418189,0.0123013510150576,3.25955923651904,0.425811694329521,1.32615394958587e-07,3.05191237944631e-08,1.35333706489695e-08,2.25510145152102,SPLEEN-sex_homogeneous_changing,Astle_et_al_2016_Eosinophil_counts,-6.87740605694579
BAT-sex_homogeneous_changing,0.0412790532847723,0.0851916382756393,0.0123803713221875,2.06379825835459,0.299918974322857,0.000794290305815659,-3.79129751649712e-09,9.90665600542352e-09,-0.382702045414874,BAT-sex_homogeneous_changing,Astle_et_al_2016_Eosinophil_counts,-3.10002073791197
WAT-SC-sex_homogeneous_changing,0.0103993199980071,0.0193862581143363,0.003591956188085,1.86418516961219,0.345402986808114,0.0126965497423288,-5.66309913683242e-09,1.01101576194196e-08,-0.560139549748929,WAT-SC-sex_homogeneous_changing,Astle_et_al_2016_Eosinophil_counts,-1.89631428152014
LUNG-sex_homogeneous_changing,0.0200962598045112,0.0632946267265947,0.0127094202313234,3.14957247479386,0.6324271458946,0.000803548680950442,3.43078966094015e-08,1.97092586391426e-08,1.74069949750753,LUNG-sex_homogeneous_changing,Astle_et_al_2016_Eosinophil_counts,-3.09498780747845
SMLINT-sex_homogeneous_changing,0.00483681109663406,0.0148516901075844,0.00477804892715351,3.07055409253416,0.987851051383536,0.0348602489223311,2.10115547966952e-08,2.95283926529885e-08,0.711571233951628,SMLINT-sex_homogeneous_changing,Astle_et_al_2016_Eosinophil_counts,-1.45766951610127
LIVER-sex_homogeneous_changing,0.00698538656660559,0.0206989367838944,0.00708413096983889,2.9631769962235,1.01413585379875,0.0556870128337459,3.63758288085196e-08,3.08788849644337e-08,1.17801626744027,LIVER-sex_homogeneous_changing,Astle_et_al_2016_Eosinophil_counts,-1.25424607793741
BLOOD-sex_homogeneous_changing,0.0430085827269496,0.104776341557104,0.0125978077907212,2.43617285001699,0.292913809104137,4.59584763895553e-07,3.73111890774292e-09,8.49416053352451e-09,0.439256933397603,BLOOD-sex_homogeneous_changing,Astle_et_al_2016_Granulocyte_count,-6.33763437742885
HIPPOC-sex_homogeneous_changing,0.00189510127141383,0.00606948901410684,0.00218531501749119,3.20272541930107,1.15313891160067,0.0550835563122378,3.37005457817148e-08,3.0184684210241e-08,1.11647832877712,HIPPOC-sex_homogeneous_changing,Astle_et_al_2016_Granulocyte_count,-1.25897802852909
CORTEX-sex_homogeneous_changing,0.00148528163734603,0.00221246939748704,0.0013269311119693,1.48959587317082,0.893386869267655,0.582792860378846,7.76600398871394e-09,2.34227994209032e-08,0.331557464552394,CORTEX-sex_homogeneous_changing,Astle_et_al_2016_Granulocyte_count,-0.234485777281359
SKM-GN-sex_homogeneous_changing,0.0239552409187542,0.0381321438056093,0.00715440241947556,1.59180798619129,0.298657084841692,0.047255018217546,-1.29909123055442e-08,8.46690586946511e-09,-1.53431637316229,SKM-GN-sex_homogeneous_changing,Astle_et_al_2016_Granulocyte_count,-1.32555206507078
SKM-VL-sex_homogeneous_changing,0.0377894634248139,0.0605810832708617,0.00946626550575685,1.60312102317605,0.250500130137888,0.0151841913694757,-1.12966345161919e-08,7.26674219405673e-09,-1.55456657392237,SKM-VL-sex_homogeneous_changing,Astle_et_al_2016_Granulocyte_count,-1.81860833137993
HEART-sex_homogeneous_changing,0.0355732836517194,0.057110357058059,0.00752223449947927,1.60542832135483,0.211457412060292,0.00374103348279875,-9.20541428375119e-09,6.08491390760757e-09,-1.51282572334216,HEART-sex_homogeneous_changing,Astle_et_al_2016_Granulocyte_count,-2.42700840478505
KIDNEY-sex_homogeneous_changing,0.00995594984129764,0.0230558621640143,0.00485222533203526,2.31578729619325,0.48736940315911,0.00661302316205659,6.65678814899321e-09,1.28373444486171e-08,0.518548690162341,KIDNEY-sex_homogeneous_changing,Astle_et_al_2016_Granulocyte_count,-2.17959995618068
ADRNL-sex_homogeneous_changing,0.035065496491538,0.060527822447972,0.00868396275553951,1.72613618810669,0.247649787523617,0.00425756879060166,-6.79537902902441e-09,7.15003842645208e-09,-0.950397553652916,ADRNL-sex_homogeneous_changing,Astle_et_al_2016_Granulocyte_count,-2.37083832630433
COLON-sex_homogeneous_changing,0.0318228384782221,0.0701353408611626,0.0107619388430283,2.20393101982903,0.338182869840262,0.000328633535047324,8.26738870667895e-10,9.45528112365244e-09,0.0874367308445016,COLON-sex_homogeneous_changing,Astle_et_al_2016_Granulocyte_count,-3.48328812153732
SPLEEN-sex_homogeneous_changing,0.0288891807784359,0.0909060698159614,0.012932707344544,3.14671677653863,0.447666115689839,6.49423716904178e-06,2.44994848779091e-08,1.30679788383154e-08,1.87477231031906,SPLEEN-sex_homogeneous_changing,Astle_et_al_2016_Granulocyte_count,-5.18747185501933
BAT-sex_homogeneous_changing,0.0412790532847723,0.103888218423954,0.0117717766790142,2.51672967660521,0.285175548911069,4.28996952887874e-08,8.17778491917968e-09,7.34429379607806e-09,1.11348825989869,BAT-sex_homogeneous_changing,Astle_et_al_2016_Granulocyte_count,-7.36754579254414
WAT-SC-sex_homogeneous_changing,0.0103993199980071,0.0146580519049346,0.00416361145253088,1.40952022899032,0.40037343339072,0.305397168973794,-1.62695246635519e-08,9.72974059596191e-09,-1.67214372295847,WAT-SC-sex_homogeneous_changing,Astle_et_al_2016_Granulocyte_count,-0.515134993162893
LUNG-sex_homogeneous_changing,0.0200962598045112,0.0496420265462097,0.0102499930956254,2.47021222004038,0.510044814076524,0.00371245936168896,1.25104365715336e-08,1.31883619997153e-08,0.94859669243259,LUNG-sex_homogeneous_changing,Astle_et_al_2016_Granulocyte_count,-2.43033829163859
SMLINT-sex_homogeneous_changing,0.00483681109663406,0.0111033718619456,0.00464614117122226,2.29559758281079,0.960579414493883,0.177455278273763,-3.74491179106784e-09,2.51099870495607e-08,-0.149140331441683,SMLINT-sex_homogeneous_changing,Astle_et_al_2016_Granulocyte_count,-0.750911078361599
LIVER-sex_homogeneous_changing,0.00698538656660559,0.00793803842908727,0.00282623277567642,1.13637783011694,0.40459217950622,0.735229177795991,-2.0280419603323e-08,1.08839679316477e-08,-1.86332959915776,LIVER-sex_homogeneous_changing,Astle_et_al_2016_Granulocyte_count,-0.133577266169894
BLOOD-sex_homogeneous_changing,0.0430085827269496,0.214841305066522,0.0246552131856684,4.99531236429002,0.573262628582718,7.40079899050643e-11,8.74491287365916e-08,1.89616203463771e-08,4.611901680296,BLOOD-sex_homogeneous_changing,Astle_et_al_2016_High_light_scatter_reticulocyte_count,-10.1307213912911
HIPPOC-sex_homogeneous_changing,0.00189510127141383,0.0113358180222472,0.00666679926606251,5.98164234979914,3.5179118744872,0.154798198239476,1.1838399387225e-07,1.05233235025607e-07,1.12496773327782,HIPPOC-sex_homogeneous_changing,Astle_et_al_2016_High_light_scatter_reticulocyte_count,-0.810234098557566
CORTEX-sex_homogeneous_changing,0.00148528163734603,0.0064319392224796,0.00516970568025243,4.3304509129814,3.48062316954912,0.338236621671597,9.25021405140885e-08,1.04928694032143e-07,0.881571445897837,CORTEX-sex_homogeneous_changing,Astle_et_al_2016_High_light_scatter_reticulocyte_count,-0.470779372111287
SKM-GN-sex_homogeneous_changing,0.0239552409187542,0.0431807055720095,0.00999545400492117,1.80255776673087,0.417255415581977,0.0546021241535125,-1.10717871832736e-08,1.25275502609822e-08,-0.883795071871097,SKM-GN-sex_homogeneous_changing,Astle_et_al_2016_High_light_scatter_reticulocyte_count,-1.26279046187026
SKM-VL-sex_homogeneous_changing,0.0377894634248139,0.0965814052652089,0.0138341904251494,2.55577604210676,0.366085918437926,3.08833211368517e-05,1.55448502668198e-08,1.1018300806687e-08,1.41082100947776,SKM-VL-sex_homogeneous_changing,Astle_et_al_2016_High_light_scatter_reticulocyte_count,-4.51027600257686
HEART-sex_homogeneous_changing,0.0355732836517194,0.0831789082828537,0.0121671103654615,2.33824094219745,0.342029442223657,0.000188758203724648,1.07099119374997e-08,1.1654438374758e-08,0.918955645318439,HEART-sex_homogeneous_changing,Astle_et_al_2016_High_light_scatter_reticulocyte_count,-3.72409416417601
KIDNEY-sex_homogeneous_changing,0.00995594984129764,0.0250242957089548,0.0091653369249912,2.51350158526845,0.920588901218952,0.101533150160801,1.16353773656682e-08,2.81235866107103e-08,0.413723097509799,KIDNEY-sex_homogeneous_changing,Astle_et_al_2016_High_light_scatter_reticulocyte_count,-0.993392139214963
ADRNL-sex_homogeneous_changing,0.035065496491538,0.105345042589961,0.0182044031180448,3.00423644694104,0.519154295232576,0.000154540057655975,3.13900626935523e-08,1.66134602735858e-08,1.8894355646945,ADRNL-sex_homogeneous_changing,Astle_et_al_2016_High_light_scatter_reticulocyte_count,-3.8109589300639
COLON-sex_homogeneous_changing,0.0318228384782221,0.111003394986047,0.0162794960830136,3.48816762722194,0.511566436606666,1.9611603980734e-06,3.94088387415271e-08,1.64400160173954e-08,2.39712897480319,COLON-sex_homogeneous_changing,Astle_et_al_2016_High_light_scatter_reticulocyte_count,-5.70748688509333
SPLEEN-sex_homogeneous_changing,0.0288891807784359,0.0661449819611076,0.0115067852446591,2.28961085703341,0.398307772480978,0.00121046326229658,-5.71694627203922e-11,1.22569677600142e-08,-0.00466424191037653,SPLEEN-sex_homogeneous_changing,Astle_et_al_2016_High_light_scatter_reticulocyte_count,-2.91704838691121
BAT-sex_homogeneous_changing,0.0412790532847723,0.104625960588494,0.0147475411775497,2.53460174744584,0.357264520477508,3.37284474626185e-05,6.25075482759403e-09,1.15367206903579e-08,0.541813830408347,BAT-sex_homogeneous_changing,Astle_et_al_2016_High_light_scatter_reticulocyte_count,-4.47200364914391
WAT-SC-sex_homogeneous_changing,0.0103993199980071,0.0166206141009211,0.00342055767978535,1.59824047188722,0.328921283357071,0.0682737251069586,-1.22743587584831e-08,9.7941308333782e-09,-1.25323614390083,WAT-SC-sex_homogeneous_changing,Astle_et_al_2016_High_light_scatter_reticulocyte_count,-1.16574640080643
LUNG-sex_homogeneous_changing,0.0200962598045112,0.0369310450603731,0.00642378133795903,1.8377073853356,0.319650591724388,0.00727373523785344,-5.48711913523243e-09,9.8417014687718e-09,-0.557537652675539,LUNG-sex_homogeneous_changing,Astle_et_al_2016_High_light_scatter_reticulocyte_count,-2.13824251120431
SMLINT-sex_homogeneous_changing,0.00483681109663406,0.00486580999930229,0.00233906563546262,1.00599545900984,0.48359664843855,0.990101626864933,-4.34813143528256e-08,1.55398549246577e-08,-2.79805149814056,SMLINT-sex_homogeneous_changing,Astle_et_al_2016_High_light_scatter_reticulocyte_count,-0.00432022588583006
LIVER-sex_homogeneous_changing,0.00698538656660559,0.00950269269030046,0.00292206597872001,1.36036747568547,0.418311277530332,0.385459013759346,-1.93179880162425e-08,1.31216383913292e-08,-1.47222377572971,LIVER-sex_homogeneous_changing,Astle_et_al_2016_High_light_scatter_reticulocyte_count,-0.414021794122668
BLOOD-sex_homogeneous_changing,0.0430085827269496,0.105157782787365,0.0126944581183427,2.44504180607357,0.295161042597858,1.23986061455056e-06,8.87344137143372e-09,1.01821107044849e-08,0.871473668767441,BLOOD-sex_homogeneous_changing,Astle_et_al_2016_Lymphocyte_counts,-5.90662713559104
HIPPOC-sex_homogeneous_changing,0.00189510127141383,0.00398762952885086,0.00206539271951711,2.10417753868948,1.08985875882835,0.308730118948108,6.32665947906616e-09,3.57989988193923e-08,0.176727274161617,HIPPOC-sex_homogeneous_changing,Astle_et_al_2016_Lymphocyte_counts,-0.510420999753755
CORTEX-sex_homogeneous_changing,0.00148528163734603,0.00163591650979128,0.00112855785735179,1.10141839005996,0.759827516193056,0.893597754298058,-4.46832160121673e-09,2.52254483964948e-08,-0.177135467761898,CORTEX-sex_homogeneous_changing,Astle_et_al_2016_Lymphocyte_counts,-0.0488579313172314
SKM-GN-sex_homogeneous_changing,0.0239552409187542,0.0408210340009279,0.00621442748520471,1.70405441295185,0.259418283718429,0.00556464564679795,-8.88116523102562e-09,8.80824272796455e-09,-1.00827889345392,SKM-GN-sex_homogeneous_changing,Astle_et_al_2016_Lymphocyte_counts,-2.25456248605346
SKM-VL-sex_homogeneous_changing,0.0377894634248139,0.0760866912552862,0.00908582739735228,2.01343666619318,0.240432823700434,2.47556752917836e-05,3.45513937460401e-09,8.28473697263316e-09,0.417048771254576,SKM-VL-sex_homogeneous_changing,Astle_et_al_2016_Lymphocyte_counts,-4.60632522237248
HEART-sex_homogeneous_changing,0.0355732836517194,0.0585446079196962,0.00744420738407836,1.64574652407345,0.209263993084275,0.00226350063553054,-7.211594481961e-09,7.42330489955724e-09,-0.971480301501711,HEART-sex_homogeneous_changing,Astle_et_al_2016_Lymphocyte_counts,-2.64521937923042
KIDNEY-sex_homogeneous_changing,0.00995594984129764,0.00921402075064538,0.00223444833225136,0.925478823971701,0.224433466205584,0.740410575275456,-3.61041589048546e-08,8.1089038543482e-09,-4.45240929641738,KIDNEY-sex_homogeneous_changing,Astle_et_al_2016_Lymphocyte_counts,-0.130527386851905
ADRNL-sex_homogeneous_changing,0.035065496491538,0.0638658295711531,0.00929268276914597,1.82132968191582,0.265009302560096,0.00163815510963195,-1.16990033048461e-09,9.16995142187071e-09,-0.127579774053584,ADRNL-sex_homogeneous_changing,Astle_et_al_2016_Lymphocyte_counts,-2.78564497921298
COLON-sex_homogeneous_changing,0.0318228384782221,0.0762246803699176,0.00934774575917143,2.39528225686347,0.293743305317297,7.01664331612859e-06,1.19046138612278e-08,1.07260399042038e-08,1.10987969162431,COLON-sex_homogeneous_changing,Astle_et_al_2016_Lymphocyte_counts,-5.15387059982494
SPLEEN-sex_homogeneous_changing,0.0288891807784359,0.0765524041364063,0.0107318572095796,2.64986413853412,0.371483611525265,6.89863379755605e-06,1.48671876361553e-08,1.25689068303933e-08,1.18285447070102,SPLEEN-sex_homogeneous_changing,Astle_et_al_2016_Lymphocyte_counts,-5.16123690823818
BAT-sex_homogeneous_changing,0.0412790532847723,0.0791921844931542,0.0112779398890062,1.91845931995654,0.273212174009973,0.000767575153243323,-7.95468820494383e-09,9.78238692159714e-09,-0.813164340022352,BAT-sex_homogeneous_changing,Astle_et_al_2016_Lymphocyte_counts,-3.11487909201886
WAT-SC-sex_homogeneous_changing,0.0103993199980071,0.0138936003026651,0.00261126139308468,1.33601046081163,0.251099244333773,0.177185916572609,-2.05512664756236e-08,8.80389176975089e-09,-2.33433883708512,WAT-SC-sex_homogeneous_changing,Astle_et_al_2016_Lymphocyte_counts,-0.751570800495647
LUNG-sex_homogeneous_changing,0.0200962598045112,0.0399485406747931,0.00666246991273106,1.98785948546632,0.331527855309448,0.00307143108268548,3.30369797612505e-10,1.15869963220122e-08,0.0285121172417126,LUNG-sex_homogeneous_changing,Astle_et_al_2016_Lymphocyte_counts,-2.51265922501158
SMLINT-sex_homogeneous_changing,0.00483681109663406,0.00853895922379543,0.00314123272776657,1.76541093981067,0.649442921174357,0.235416867573106,-1.97189728512352e-08,2.15117959539623e-08,-0.916658604118227,SMLINT-sex_homogeneous_changing,Astle_et_al_2016_Lymphocyte_counts,-0.628162423261992
LIVER-sex_homogeneous_changing,0.00698538656660559,0.00916868292115209,0.0029905243932838,1.31255197314118,0.428111510332203,0.463211386122039,-1.56093188025467e-08,1.38350823543453e-08,-1.12824184220661,LIVER-sex_homogeneous_changing,Astle_et_al_2016_Lymphocyte_counts,-0.334220773828988
BLOOD-sex_homogeneous_changing,0.0430085827269496,0.100093746729063,0.0121943052147969,2.32729702730575,0.283531900881631,2.052800994519e-06,7.83314095428625e-10,9.70622309674241e-09,0.0807022554109147,BLOOD-sex_homogeneous_changing,Astle_et_al_2016_Monocyte_count,-5.68765315056677
HIPPOC-sex_homogeneous_changing,0.00189510127141383,0.00280035330967233,0.00191861642109092,1.47768003320643,1.01240838684022,0.63534913818775,-1.14640363068211e-08,3.20777303623976e-08,-0.357383024837055,HIPPOC-sex_homogeneous_changing,Astle_et_al_2016_Monocyte_count,-0.196987554835477
CORTEX-sex_homogeneous_changing,0.00148528163734603,0.00172027365409999,0.00111133754573216,1.1582137763272,0.748233545604155,0.832373212373371,-6.6829156200776e-09,2.38604923880216e-08,-0.280082888123153,CORTEX-sex_homogeneous_changing,Astle_et_al_2016_Monocyte_count,-0.0796819048006626
SKM-GN-sex_homogeneous_changing,0.0239552409187542,0.0656286533256266,0.012617772982009,2.73963653916947,0.526722858885161,0.00123800471880316,2.26636556491128e-08,1.70679306247267e-08,1.32785023254544,SKM-GN-sex_homogeneous_changing,Astle_et_al_2016_Monocyte_count,-2.90727769994735
SKM-VL-sex_homogeneous_changing,0.0377894634248139,0.0925516821178648,0.0140148877784035,2.44913988530179,0.370867604571513,0.00014477254045501,1.69516794539147e-08,1.25085236048601e-08,1.35521025417646,SKM-VL-sex_homogeneous_changing,Astle_et_al_2016_Monocyte_count,-3.83931380457377
HEART-sex_homogeneous_changing,0.0355732836517194,0.0777887355286831,0.0106646864287681,2.18671788329339,0.299794827297384,9.38072716381577e-05,9.29051294995136e-09,1.03162049624873e-08,0.900574676805506,HEART-sex_homogeneous_changing,Astle_et_al_2016_Monocyte_count,-4.02776349520385
KIDNEY-sex_homogeneous_changing,0.00995594984129764,0.0137986400188436,0.00306377023156158,1.38596921828657,0.307732590099334,0.20244382395649,-2.07677905892048e-08,1.00791263049593e-08,-2.06047527938869,KIDNEY-sex_homogeneous_changing,Astle_et_al_2016_Monocyte_count,-0.693695467907817
ADRNL-sex_homogeneous_changing,0.035065496491538,0.076196093842669,0.0129210285945011,2.17296492183012,0.368482693453925,0.00205826901624934,9.93172435596629e-09,1.26714874792325e-08,0.783785200612286,ADRNL-sex_homogeneous_changing,Astle_et_al_2016_Monocyte_count,-2.68649786347189
COLON-sex_homogeneous_changing,0.0318228384782221,0.0755191806364971,0.0102728221005517,2.37311265266857,0.322812878794012,1.77717672496966e-05,7.44115622427763e-09,1.06365018291305e-08,0.699586794964703,COLON-sex_homogeneous_changing,Astle_et_al_2016_Monocyte_count,-4.75026938318912
SPLEEN-sex_homogeneous_changing,0.0288891807784359,0.0611397873638403,0.00987389379070762,2.11635587151982,0.341785177864162,0.000853372707891269,-6.97485787845846e-09,1.19072538192816e-08,-0.585765448886625,SPLEEN-sex_homogeneous_changing,Astle_et_al_2016_Monocyte_count,-3.06886125062805
BAT-sex_homogeneous_changing,0.0412790532847723,0.0862148610701677,0.0135325940560946,2.08858620073954,0.32783198690961,0.000857919678947834,-4.77140333362802e-09,1.07797883411433e-08,-0.442624955391468,BAT-sex_homogeneous_changing,Astle_et_al_2016_Monocyte_count,-3.06655337021961
WAT-SC-sex_homogeneous_changing,0.0103993199980071,0.0154701670451003,0.00401367942532274,1.48761332933932,0.385955949628621,0.208348607348229,-1.8322987869869e-08,1.21576050146379e-08,-1.50712149702248,WAT-SC-sex_homogeneous_changing,Astle_et_al_2016_Monocyte_count,-0.681209398124873
LUNG-sex_homogeneous_changing,0.0200962598045112,0.0494608029682841,0.0107560564714063,2.46119444361389,0.535226782298657,0.00651428663981548,1.20929359748929e-08,1.78310858292867e-08,0.678194030956368,LUNG-sex_homogeneous_changing,Astle_et_al_2016_Monocyte_count,-2.1861331356466
SMLINT-sex_homogeneous_changing,0.00483681109663406,0.0271902206795632,0.0141992499119962,5.62151800769828,2.93566352464694,0.115360459185373,9.75500620666499e-08,9.32968380197733e-08,1.045588083553,SMLINT-sex_homogeneous_changing,Astle_et_al_2016_Monocyte_count,-0.937943023938128
LIVER-sex_homogeneous_changing,0.00698538656660559,0.0185371806737178,0.00703311284737319,2.65370863830742,1.00683230345415,0.101714365968276,2.33837780513195e-08,3.24064038821299e-08,0.721578924226584,LIVER-sex_homogeneous_changing,Astle_et_al_2016_Monocyte_count,-0.992617703713131
BLOOD-sex_homogeneous_changing,0.0430085827269496,0.101679765470013,0.0122338736767821,2.36417382352615,0.284451914038922,9.59061177628996e-07,3.07278764008221e-09,8.51625473418103e-09,0.360814434982692,BLOOD-sex_homogeneous_changing,Astle_et_al_2016_Myeloid_white_cell_count,-6.01815368870081
HIPPOC-sex_homogeneous_changing,0.00189510127141383,0.00603981366901765,0.00228019676806689,3.18706644342636,1.20320576132892,0.0683467271520397,3.52413351658725e-08,3.25007517465079e-08,1.08432369320993,HIPPOC-sex_homogeneous_changing,Astle_et_al_2016_Myeloid_white_cell_count,-1.1652822772021
CORTEX-sex_homogeneous_changing,0.00148528163734603,0.0021538315740427,0.00134560240140012,1.45011661080741,0.90595774401716,0.618626327979957,6.81295389152967e-09,2.45232821141143e-08,0.27781574504697,CORTEX-sex_homogeneous_changing,Astle_et_al_2016_Myeloid_white_cell_count,-0.208571600897501
